store_name,location_long,location_lat,product_group,product_brand,product_name,sales_volume,date_of_manufacture,date_of_expiry,product_price,status,duration_of_expiry,discount,discount_percentage,discount_price,last_status,ultra_discount_percentage,ultra_discount
MegaMarket,69.25277458484209,41.235114713998584,Sweets,Nestlé,Candies,58,2024-08-16,2025-02-05,2.4,yes,173,yes,49.7,1.1928,no,49.7,1.1928
MarketMax,69.22826621040076,41.205818166245614,Dairy Products,Danone,Cheese,63,2024-07-24,2024-08-07,5.1,no,14,yes,50.0,2.55,no,50.0,2.55
SuperValue,69.3130224136816,41.324335539602735,Bakery Products,Makfa,Bread,88,2025-01-11,2025-05-24,2.6,yes,133,yes,18.8,0.4888,yes,0.0,0.0
FreshFoods,69.22221064319692,41.22094617875919,Sweets,Roshen,Chocolate,57,2024-11-28,2025-09-01,9.94,yes,277,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.38811602958664,41.217516842828104,Sweets,Mars,Ice Cream,61,2024-04-05,2024-11-23,6.36,no,232,yes,50.0,3.18,no,50.0,3.18
FreshFoods,69.23256477713815,41.372564030829004,Meat Products,Perdue,Sausage,65,2024-07-21,2024-08-05,7.42,yes,15,yes,50.0,3.71,no,50.0,3.71
NutriMart,69.18194834596005,41.39150015126411,Sweets,Milka,Halva,34,2024-11-18,2025-03-22,11.71,yes,124,yes,34.0,3.9814000000000007,yes,34.0,3.9814000000000007
NutriMart,69.30359952490026,41.29880219724909,Bakery Products,Makfa,Pasta,39,2024-05-26,2024-09-10,1.08,yes,107,yes,50.0,0.54,no,50.0,0.54
MegaMarket,69.26904456431345,41.26990655316267,Sweets,Roshen,Chocolate,39,2024-05-28,2025-02-05,11.21,no,253,yes,49.6,5.560160000000001,no,49.6,5.560160000000001
EcoGrocer,69.17170976516965,41.390665398625934,Beverages,Pepsi,Mineral Water,23,2024-10-03,2025-06-12,3.05,yes,252,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.38129520261099,41.34986061702202,Beverages,Nescafé,Mineral Water,73,2024-06-11,2025-08-17,9.78,yes,432,yes,12.5,1.2225,yes,0.0,0.0
GoldenCart,69.31295789252606,41.27209793157337,Beverages,Coca-Cola,Tea,6,2024-08-30,2026-04-06,1.39,yes,584,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.31348055516656,41.3908096920411,Bakery Products,Makfa,Biscuits,79,2024-12-04,2025-03-25,5.52,no,111,yes,28.7,1.5842399999999996,no,28.7,1.5842399999999996
SuperValue,69.38103808934218,41.29183035630495,Beverages,Coca-Cola,Tea,77,2024-04-03,2025-12-01,1.93,yes,607,yes,15.2,0.29336,yes,0.0,0.0
SuperValue,69.1833827538786,41.25914685318437,Meat Products,Perdue,Poultry,60,2025-02-14,2025-04-13,24.73,yes,58,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.36385577161701,41.27990042985547,Beverages,Nescafé,Tea,50,2025-01-14,2025-11-30,7.57,yes,320,no,0.0,0.0,yes,0.0,0.0
FoodWorld,69.14696648848454,41.2162825921767,Sweets,Mars,Cakes,81,2024-08-03,2025-03-19,10.75,yes,228,yes,33.7,3.62275,no,33.7,3.62275
EcoGrocer,69.39508307363397,41.243883940687695,Bakery Products,Yashkino,Pasta,45,2024-08-22,2024-10-17,6.78,yes,56,yes,50.0,3.39,no,50.0,3.39
MarketMax,69.2657541932425,41.36769038069952,Bakery Products,Yashkino,Pasta,99,2024-08-17,2024-10-11,5.81,yes,55,yes,50.0,2.905,no,50.0,2.905
TastyBite,69.20935794386402,41.32482714938605,Beverages,Nescafé,Coffee,23,2024-05-18,2025-09-08,9.94,yes,478,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.10592459060719,41.28575082009963,Beverages,Nestlé Pure Life,Carbonated Drinks,51,2024-11-21,2026-02-21,14.05,yes,457,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.34471944147545,41.217070875827474,Meat Products,Tyson,Sausage,71,2024-10-06,2024-10-13,6.33,no,7,yes,50.0,3.165,no,50.0,3.165
PrimePick,69.11490085005937,41.29603018577914,Sweets,Roshen,Cakes,66,2025-01-03,2025-11-04,3.99,yes,305,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.14162982599954,41.29933272987903,Dairy Products,President,Cheese,50,2024-08-26,2024-09-24,3.12,yes,29,yes,50.0,1.56,no,50.0,1.56
MegaMarket,69.18513328050214,41.239738009957605,Dairy Products,Amul,Cottage Cheese,35,2024-05-23,2024-06-18,9.41,yes,26,yes,50.0,4.705,no,50.0,4.705
EcoGrocer,69.31540958518167,41.32405186207193,Dairy Products,Nestlé,Milk,44,2025-02-01,2025-03-22,4.27,yes,49,yes,27.2,1.16144,yes,27.2,1.16144
EcoGrocer,69.21204350676753,41.30785255135843,Meat Products,Cherkizovo,Poultry,31,2024-06-04,2024-06-12,16.07,yes,8,yes,50.0,8.035,no,50.0,8.035
EcoGrocer,69.39194218919488,41.25767228931505,Beverages,Pepsi,Coffee,79,2024-03-27,2025-03-06,2.28,no,344,yes,44.1,1.00548,no,44.1,1.00548
PrimePick,69.1324977850695,41.31084059357804,Bakery Products,Pioner,Pasta,31,2024-11-09,2025-04-21,2.16,yes,163,no,0.0,0.0,yes,0.0,0.0
EcoGrocer,69.266386628748,41.203462655084806,Meat Products,Perdue,Hot Dogs,77,2024-10-02,2024-11-06,9.27,yes,35,yes,50.0,4.635,no,50.0,4.635
FreshFoods,69.34094090275465,41.395458883159314,Bakery Products,Pioner,Noodles,97,2024-09-29,2024-10-11,4.79,yes,12,yes,50.0,2.395,no,50.0,2.395
FoodWorld,69.35903476755199,41.255522039877,Meat Products,Hormel,Beef,64,2024-12-03,2025-01-18,12.76,yes,46,yes,50.0,6.38,no,50.0,6.38
EcoGrocer,69.1473444910899,41.27614775815803,Sweets,Nestlé,Candies,52,2024-07-03,2025-01-20,5.14,yes,201,yes,50.0,2.57,no,50.0,2.57
EcoGrocer,69.12759001490186,41.21864161585007,Beverages,Nescafé,Tea,4,2025-01-01,2026-03-06,10.04,yes,429,no,0.0,0.0,yes,0.0,0.0
MegaMarket,69.33441347775837,41.38330268716012,Beverages,Coca-Cola,Tea,56,2024-11-02,2026-07-09,2.25,yes,614,yes,19.6,0.441,yes,0.0,0.0
EcoGrocer,69.1478031700106,41.34942045195232,Meat Products,Perdue,Lamb,22,2024-07-09,2024-08-22,17.9,yes,44,yes,50.0,8.95,no,50.0,8.95
EcoGrocer,69.26561972595536,41.31289770908894,Meat Products,Tyson,Lamb,12,2024-06-08,2024-06-20,17.31,yes,12,yes,50.0,8.655,no,50.0,8.655
PrimePick,69.26136225729117,41.207507686625654,Beverages,Pepsi,Juices,19,2024-10-28,2026-02-05,13.19,yes,465,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.12051832365134,41.39310557376813,Bakery Products,Barilla,Noodles,7,2025-01-06,2025-06-29,6.48,no,174,no,0.0,0.0,no,0.0,0.0
SuperValue,69.15883477939943,41.26082508811486,Beverages,Pepsi,Carbonated Drinks,3,2024-06-27,2025-03-12,1.94,yes,258,yes,34.0,0.6596000000000001,no,34.0,0.6596000000000001
SuperValue,69.32641117199209,41.24392285888958,Sweets,Milka,Jam,23,2024-06-05,2025-06-03,11.32,yes,363,no,0.0,0.0,yes,0.0,0.0
MegaMarket,69.14341700803891,41.391248686875144,Meat Products,Cherkizovo,Beef,65,2024-12-02,2024-12-12,12.88,yes,10,yes,50.0,6.44,no,50.0,6.44
FoodWorld,69.26416550081458,41.31264216633295,Sweets,Milka,Halva,36,2024-11-10,2025-06-13,6.55,no,215,no,0.0,0.0,no,0.0,0.0
EcoGrocer,69.11921357674224,41.3601799581128,Dairy Products,Nestlé,Cheese,18,2024-03-19,2024-05-08,5.69,no,50,yes,50.0,2.845,no,50.0,2.845
MarketMax,69.21504207628924,41.23245410064482,Sweets,Nestlé,Jam,67,2024-09-16,2025-07-10,9.52,yes,297,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.26478096173626,41.34695070669726,Bakery Products,Barilla,Pasta,10,2025-01-20,2025-05-01,6.89,yes,101,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.24117589173588,41.38849378381209,Dairy Products,Parmalat,Cheese,26,2024-03-27,2024-05-07,5.48,yes,41,yes,50.0,2.74,no,50.0,2.74
SuperValue,69.24090598412346,41.284503157101724,Bakery Products,Ozon,Biscuits,32,2024-05-30,2024-06-10,7.3,no,11,yes,50.0,3.65,no,50.0,3.65
PrimePick,69.10976920596185,41.25493165578735,Beverages,Nestlé Pure Life,Carbonated Drinks,60,2024-05-24,2026-01-19,14.43,yes,605,no,0.0,0.0,yes,0.0,0.0
SuperValue,69.12978014243622,41.21304409576107,Meat Products,Hormel,Beef,45,2024-11-12,2024-12-13,22.74,no,31,yes,50.0,11.37,no,50.0,11.37
FreshFoods,69.21787785127694,41.39518682035997,Sweets,Roshen,Ice Cream,6,2024-11-19,2025-03-23,5.52,yes,124,yes,26.4,1.45728,yes,26.4,1.45728
TastyBite,69.1197140335604,41.27964223450531,Bakery Products,Yashkino,Bread,8,2024-03-31,2024-08-15,2.53,yes,137,yes,50.0,1.265,no,50.0,1.265
MegaMarket,69.38590021620969,41.25552085888964,Sweets,Nestlé,Cakes,80,2024-09-02,2025-04-25,5.68,no,235,yes,21.9,1.2439199999999997,no,21.9,1.2439199999999997
NutriMart,69.1335304945068,41.20324571674627,Beverages,Lipton,Coffee,5,2024-12-24,2026-11-22,1.94,no,698,no,0.0,0.0,no,0.0,0.0
MarketMax,69.12380896192165,41.20233260962996,Meat Products,Oscar Mayer,Lamb,98,2024-06-27,2024-07-09,17.34,yes,12,yes,50.0,8.67,no,50.0,8.67
EcoGrocer,69.21781875250963,41.25533434493654,Bakery Products,Makfa,Biscuits,73,2024-06-26,2024-10-17,6.6,no,113,yes,50.0,3.3,no,50.0,3.3
MarketMax,69.19987067741886,41.3961299260006,Bakery Products,Barilla,Wheat Flour,21,2024-04-07,2024-06-20,6.09,no,74,yes,50.0,3.045,no,50.0,3.045
EcoGrocer,69.24597463749608,41.219448885203285,Beverages,Coca-Cola,Mineral Water,86,2024-11-09,2026-04-23,9.64,no,530,no,0.0,0.0,no,0.0,0.0
FoodWorld,69.3820405481287,41.346209847584895,Sweets,Roshen,Jam,43,2025-02-05,2025-10-20,7.27,yes,257,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.13005044702547,41.35740376699785,Sweets,Ferrero,Candies,3,2024-10-27,2025-09-29,4.72,no,337,no,0.0,0.0,no,0.0,0.0
PrimePick,69.1144289109722,41.390038293284725,Beverages,Coca-Cola,Coffee,39,2024-07-28,2025-05-13,12.54,yes,289,no,0.0,0.0,yes,0.0,0.0
EcoGrocer,69.1760273752848,41.23605875367121,Bakery Products,Barilla,Buns,70,2024-12-02,2025-03-11,3.89,yes,99,yes,35.5,1.38095,no,35.5,1.38095
NutriMart,69.21357261255513,41.27958608006991,Bakery Products,Yashkino,Biscuits,85,2024-04-21,2024-07-17,7.48,yes,87,yes,50.0,3.74,no,50.0,3.74
MarketMax,69.30648482028147,41.22045717985853,Beverages,Coca-Cola,Juices,48,2024-05-18,2025-09-25,4.3,no,495,yes,18.8,0.8084,no,0.0,0.0
FoodWorld,69.182931981088,41.238536790757756,Bakery Products,Pioner,Biscuits,31,2024-08-12,2024-10-20,5.27,yes,69,yes,50.0,2.635,no,50.0,2.635
SuperValue,69.13848533851102,41.375502402322766,Dairy Products,Nestlé,Milk,11,2024-03-23,2024-04-25,6.32,yes,33,yes,50.0,3.16,no,50.0,3.16
FreshFoods,69.10103740868377,41.20412116609328,Bakery Products,Barilla,Wheat Flour,61,2024-06-17,2024-07-02,1.93,no,15,yes,50.0,0.965,no,50.0,0.965
GoldenCart,69.15681884949022,41.280255069893904,Meat Products,Cherkizovo,Beef,6,2024-06-11,2024-07-07,11.6,yes,26,yes,50.0,5.8,no,50.0,5.8
NutriMart,69.36806153433554,41.387763622322204,Dairy Products,Danone,Butter,22,2024-10-05,2024-12-20,2.86,yes,76,yes,50.0,1.43,no,50.0,1.43
NutriMart,69.15899034164359,41.382967586997374,Sweets,Milka,Candies,9,2024-11-10,2025-06-21,3.57,no,223,no,0.0,0.0,no,0.0,0.0
TastyBite,69.32579548322887,41.36514797591507,Meat Products,Tyson,Sausage,44,2024-06-10,2024-07-31,14.45,yes,51,yes,50.0,7.225,no,50.0,7.225
TastyBite,69.28646134280515,41.280775993198205,Beverages,Lipton,Carbonated Drinks,40,2024-09-02,2025-10-02,4.37,yes,395,no,0.0,0.0,yes,0.0,0.0
SuperValue,69.24836717277094,41.21708067957686,Dairy Products,Danone,Milk,58,2024-05-22,2024-06-24,7.78,yes,33,yes,50.0,3.89,no,50.0,3.89
GoldenCart,69.253526517986,41.26204737346461,Beverages,Lipton,Tea,16,2025-02-11,2026-06-15,14.12,yes,489,no,0.0,0.0,yes,0.0,0.0
FoodWorld,69.29112757772532,41.287310111260204,Beverages,Pepsi,Juices,9,2024-04-13,2024-11-11,12.78,no,212,yes,50.0,6.39,no,50.0,6.39
MarketMax,69.11748033905631,41.28120020022123,Beverages,Nestlé Pure Life,Tea,18,2024-09-02,2026-05-07,10.22,no,612,no,0.0,0.0,no,0.0,0.0
NutriMart,69.22878723762324,41.396153738533776,Bakery Products,Ozon,Biscuits,12,2024-11-23,2025-02-23,2.04,no,92,yes,45.3,0.92412,no,45.3,0.92412
EcoGrocer,69.20668073834474,41.2307502447943,Meat Products,Oscar Mayer,Smoked Meat,24,2024-10-18,2024-10-27,20.42,yes,9,yes,50.0,10.21,no,50.0,10.21
GoldenCart,69.26491963233089,41.30195870070459,Dairy Products,Nestlé,Cheese,99,2024-11-30,2025-01-08,3.69,yes,39,yes,50.0,1.845,no,50.0,1.845
TastyBite,69.37527792928132,41.26913051535767,Sweets,Roshen,Halva,79,2024-06-27,2025-05-05,9.7,no,312,yes,22.8,2.2116,no,22.8,2.2116
MegaMarket,69.15990759928661,41.3779160709043,Sweets,Milka,Halva,97,2024-11-07,2025-02-27,4.84,yes,112,yes,48.4,2.34256,no,48.4,2.34256
NutriMart,69.34250033131424,41.29160878723076,Beverages,Lipton,Tea,78,2025-01-05,2026-02-25,13.92,no,416,no,0.0,0.0,no,0.0,0.0
EcoGrocer,69.37225893915425,41.28231134932934,Dairy Products,Danone,Cream,75,2024-07-27,2024-09-29,4.12,yes,64,yes,50.0,2.06,no,50.0,2.06
MegaMarket,69.1821462630718,41.249144191397804,Bakery Products,Pioner,Wheat Flour,56,2024-04-12,2024-05-08,6.62,yes,26,yes,50.0,3.31,no,50.0,3.31
TastyBite,69.19917962610047,41.399548826100215,Meat Products,Cherkizovo,Smoked Meat,7,2024-11-28,2025-01-11,9.27,yes,44,yes,50.0,4.635,no,50.0,4.635
PrimePick,69.32461774283968,41.229260745054496,Beverages,Nescafé,Juices,23,2024-12-23,2026-01-12,1.2,yes,385,yes,13.4,0.1608,yes,0.0,0.0
GoldenCart,69.32832035974882,41.21177194604896,Dairy Products,Nestlé,Yogurt,96,2024-07-29,2024-09-02,7.26,yes,35,yes,50.0,3.63,no,50.0,3.63
MarketMax,69.13371541091368,41.387169354871446,Bakery Products,Ozon,Wheat Flour,98,2024-08-13,2024-11-07,7.99,yes,86,yes,50.0,3.995,no,50.0,3.995
FreshFoods,69.30061497166335,41.2772130101698,Dairy Products,Nestlé,Yogurt,9,2024-08-04,2024-09-09,2.91,yes,36,yes,50.0,1.455,no,50.0,1.455
FreshFoods,69.37178747849399,41.30466833723382,Sweets,Nestlé,Halva,16,2024-11-20,2025-07-10,9.85,yes,232,yes,23.1,2.27535,yes,23.1,2.27535
FreshFoods,69.16076371596321,41.236187643174944,Bakery Products,Yashkino,Bread,93,2024-03-28,2024-09-09,6.63,no,165,yes,50.0,3.315,no,50.0,3.315
FreshFoods,69.3807584446161,41.329237477588414,Meat Products,Oscar Mayer,Hot Dogs,89,2024-12-17,2025-01-05,14.57,no,19,yes,50.0,7.285,no,50.0,7.285
GoldenCart,69.3145794274568,41.23987713314344,Beverages,Coca-Cola,Coffee,100,2024-10-11,2025-11-12,3.35,yes,397,yes,18.3,0.61305,yes,0.0,0.0
FoodWorld,69.21063161093642,41.31212278917972,Dairy Products,Campina,Yogurt,85,2024-11-27,2025-02-20,8.17,yes,85,yes,45.7,3.73369,no,45.7,3.73369
GoldenCart,69.2584939675029,41.29458106058818,Beverages,Pepsi,Mineral Water,74,2024-09-16,2025-04-01,14.83,no,197,yes,29.8,4.41934,no,29.8,4.41934
GoldenCart,69.25645527262768,41.20296455125699,Meat Products,Perdue,Beef,18,2024-05-07,2024-06-21,15.41,no,45,yes,50.0,7.705,no,50.0,7.705
NutriMart,69.17632348135322,41.32349758657942,Sweets,Milka,Chocolate,80,2024-04-04,2024-12-12,4.46,yes,252,yes,50.0,2.23,no,50.0,2.23
MarketMax,69.2935132100258,41.315802564066026,Dairy Products,Parmalat,Cream,18,2024-07-29,2024-09-29,9.99,yes,62,yes,50.0,4.995,no,50.0,4.995
MarketMax,69.2890977790485,41.3458013363066,Meat Products,Tyson,Sausage,40,2024-08-19,2024-09-21,5.45,no,33,yes,50.0,2.725,no,50.0,2.725
GoldenCart,69.31123123218832,41.33319473629283,Bakery Products,Yashkino,Noodles,77,2024-05-09,2024-08-16,1.79,no,99,yes,50.0,0.895,no,50.0,0.895
GoldenCart,69.15714506974686,41.26761216775913,Sweets,Ferrero,Halva,11,2024-07-15,2024-11-07,4.77,no,115,yes,50.0,2.385,no,50.0,2.385
TastyBite,69.16848731786632,41.308265535031914,Dairy Products,Campina,Cottage Cheese,74,2024-12-23,2025-02-13,9.25,yes,52,yes,48.6,4.4955,no,48.6,4.4955
FreshFoods,69.30070644701962,41.2739910540626,Dairy Products,Parmalat,Cheese,12,2024-09-05,2024-10-23,7.93,yes,48,yes,50.0,3.965,no,50.0,3.965
FreshFoods,69.11246020629183,41.26271622336476,Dairy Products,President,Milk,61,2024-09-19,2024-11-23,6.34,yes,65,yes,50.0,3.17,no,50.0,3.17
NutriMart,69.17623725663213,41.3579163770261,Bakery Products,Barilla,Bread,22,2024-06-21,2024-12-11,7.43,no,173,yes,50.0,3.715,no,50.0,3.715
FreshFoods,69.22668902628021,41.226202284214075,Bakery Products,Makfa,Pasta,95,2024-12-04,2025-02-10,7.93,yes,68,yes,49.6,3.93328,no,49.6,3.93328
TastyBite,69.37197751989078,41.35757971778411,Bakery Products,Pioner,Noodles,31,2024-04-18,2024-08-13,2.48,yes,117,yes,50.0,1.24,no,50.0,1.24
EcoGrocer,69.1972398711023,41.26035562309416,Bakery Products,Pioner,Noodles,53,2025-01-09,2025-03-30,2.89,yes,80,no,0.0,0.0,yes,0.0,0.0
FreshFoods,69.24306502800474,41.34338081739559,Sweets,Nestlé,Chocolate,15,2024-10-12,2025-04-17,9.47,yes,187,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.21883353962791,41.23523547878601,Dairy Products,Campina,Yogurt,17,2024-04-08,2024-05-21,9.99,no,43,yes,50.0,4.995,no,50.0,4.995
FreshFoods,69.24627025446827,41.297506154754934,Bakery Products,Ozon,Wheat Flour,74,2024-03-20,2024-09-09,2.47,yes,173,yes,50.0,1.235,no,50.0,1.235
MegaMarket,69.21766938939962,41.28136328701979,Beverages,Pepsi,Carbonated Drinks,93,2025-02-13,2025-12-16,13.16,yes,306,yes,20.5,2.6978,yes,20.5,2.6978
MarketMax,69.29329467978658,41.256551009864154,Meat Products,Perdue,Smoked Meat,26,2025-02-07,2025-02-23,9.14,yes,16,yes,44.3,4.04902,no,44.3,4.04902
EcoGrocer,69.2797391822398,41.39498346698049,Beverages,Coca-Cola,Juices,1,2024-10-26,2026-08-11,3.22,no,654,no,0.0,0.0,no,0.0,0.0
MegaMarket,69.296880801624,41.281300783335006,Bakery Products,Pioner,Wheat Flour,37,2024-05-30,2024-08-17,2.96,yes,79,yes,50.0,1.48,no,50.0,1.48
MegaMarket,69.10729368446357,41.21746595631966,Dairy Products,Amul,Cheese,45,2024-08-21,2024-10-02,5.59,yes,42,yes,50.0,2.795,no,50.0,2.795
PrimePick,69.28259842695627,41.39731378112569,Meat Products,Oscar Mayer,Sausage,29,2024-10-29,2024-11-13,5.34,yes,15,yes,50.0,2.67,no,50.0,2.67
FoodWorld,69.30755901108527,41.37436780162908,Sweets,Roshen,Jam,19,2024-05-14,2024-12-27,9.21,yes,227,yes,50.0,4.605,no,50.0,4.605
FreshFoods,69.24427032708148,41.30703193383358,Meat Products,Perdue,Beef,9,2025-01-03,2025-01-16,9.82,yes,13,yes,50.0,4.91,no,50.0,4.91
EcoGrocer,69.2746807790292,41.352028259441994,Sweets,Roshen,Halva,68,2024-06-20,2025-05-30,11.77,yes,344,no,0.0,0.0,yes,0.0,0.0
MegaMarket,69.11508544536558,41.24058581833017,Sweets,Nestlé,Halva,44,2024-03-19,2025-02-18,3.93,yes,336,yes,45.6,1.79208,no,45.6,1.79208
PrimePick,69.31208327265288,41.399120143130105,Meat Products,Cherkizovo,Lamb,81,2024-10-10,2024-11-28,21.84,yes,49,yes,50.0,10.92,no,50.0,10.92
NutriMart,69.22707575649228,41.21137535321613,Sweets,Ferrero,Candies,42,2024-04-11,2024-12-29,5.57,no,262,yes,50.0,2.785,no,50.0,2.785
TastyBite,69.32773954787979,41.348596681618325,Sweets,Mars,Jam,10,2024-05-10,2024-10-17,4.31,no,160,yes,50.0,2.155,no,50.0,2.155
EcoGrocer,69.19530282336592,41.29572569611027,Dairy Products,Nestlé,Cream,71,2024-10-30,2024-11-30,3.77,yes,31,yes,50.0,1.885,no,50.0,1.885
GoldenCart,69.37427595267526,41.37908946871514,Sweets,Nestlé,Chocolate,36,2025-02-11,2025-12-28,10.93,yes,320,no,0.0,0.0,yes,0.0,0.0
EcoGrocer,69.17441124658369,41.31751502385678,Meat Products,Cherkizovo,Hot Dogs,96,2025-02-04,2025-03-31,9.82,yes,55,yes,33.0,3.2406,yes,33.0,3.2406
PrimePick,69.3594214484747,41.3059294836918,Dairy Products,President,Butter,28,2024-10-15,2024-12-10,2.8,yes,56,yes,50.0,1.4,no,50.0,1.4
EcoGrocer,69.17128601758645,41.29836374049595,Beverages,Nestlé Pure Life,Juices,97,2024-11-05,2025-10-19,1.38,yes,348,yes,17.4,0.2401199999999999,yes,0.0,0.0
NutriMart,69.35089587471317,41.27116647709082,Bakery Products,Makfa,Pasta,95,2024-04-11,2024-06-02,2.37,yes,52,yes,50.0,1.185,no,50.0,1.185
SuperValue,69.22456032158057,41.27225969529849,Beverages,Pepsi,Coffee,18,2024-04-04,2025-01-29,11.16,no,300,yes,49.3,5.50188,no,49.3,5.50188
GoldenCart,69.1214433244707,41.23997312745542,Meat Products,Perdue,Lamb,89,2024-04-20,2024-06-19,23.02,yes,60,yes,50.0,11.51,no,50.0,11.51
MegaMarket,69.23091408502663,41.377606498895545,Bakery Products,Pioner,Wheat Flour,11,2024-06-07,2024-08-07,1.51,yes,61,yes,50.0,0.755,no,50.0,0.755
MarketMax,69.15130587505955,41.24960418736457,Meat Products,Cherkizovo,Smoked Meat,72,2024-12-15,2025-01-28,22.98,no,44,yes,50.0,11.49,no,50.0,11.49
GoldenCart,69.25075515148718,41.254239583990376,Sweets,Roshen,Jam,73,2024-07-07,2025-05-22,6.25,yes,319,yes,22.2,1.3875,yes,22.2,1.3875
FoodWorld,69.17344867848634,41.313516296475846,Bakery Products,Barilla,Pasta,52,2024-08-17,2024-11-28,6.41,yes,103,yes,50.0,3.205,no,50.0,3.205
FreshFoods,69.22660773171054,41.32624742900339,Bakery Products,Barilla,Pasta,95,2024-12-17,2025-01-21,4.92,yes,35,yes,50.0,2.46,no,50.0,2.46
NutriMart,69.32438285522852,41.25684476519778,Dairy Products,Amul,Yogurt,69,2024-07-15,2024-08-14,3.92,yes,30,yes,50.0,1.96,no,50.0,1.96
NutriMart,69.29958155563546,41.3330511522462,Sweets,Roshen,Chocolate,44,2024-12-12,2025-12-12,2.94,yes,365,yes,17.5,0.5145,yes,0.0,0.0
TastyBite,69.26562890681294,41.288344029001166,Beverages,Lipton,Carbonated Drinks,18,2024-07-09,2025-04-06,8.25,yes,271,yes,22.1,1.82325,yes,22.1,1.82325
FreshFoods,69.25545773006021,41.30416647679049,Dairy Products,Campina,Butter,42,2024-11-09,2024-12-14,7.45,no,35,yes,50.0,3.725,no,50.0,3.725
GoldenCart,69.20826839434753,41.30228836283959,Dairy Products,Campina,Cream,4,2024-04-03,2024-04-27,4.58,no,24,yes,50.0,2.29,no,50.0,2.29
NutriMart,69.35720371648681,41.34231111673116,Beverages,Coca-Cola,Tea,69,2025-02-13,2026-08-27,1.8,yes,560,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.15157021655637,41.23057908120406,Meat Products,Hormel,Sausage,87,2024-05-16,2024-07-12,23.29,yes,57,yes,50.0,11.645,no,50.0,11.645
PrimePick,69.1232796767531,41.29570849496399,Bakery Products,Yashkino,Buns,74,2024-12-20,2025-04-28,3.01,yes,129,no,0.0,0.0,yes,0.0,0.0
FreshFoods,69.19772903322304,41.21297419761234,Meat Products,Cherkizovo,Hot Dogs,6,2024-08-26,2024-09-26,14.38,yes,31,yes,50.0,7.19,no,50.0,7.19
FoodWorld,69.19288083940336,41.22757201995834,Dairy Products,Campina,Kefir,32,2024-09-28,2024-11-25,7.09,yes,58,yes,50.0,3.545,no,50.0,3.545
TastyBite,69.14162607799419,41.277900071211526,Beverages,Nescafé,Mineral Water,31,2024-10-16,2025-09-13,12.17,yes,332,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.23137315655207,41.32548913032974,Meat Products,Oscar Mayer,Hot Dogs,49,2024-04-09,2024-05-21,19.29,yes,42,yes,50.0,9.645,no,50.0,9.645
MegaMarket,69.2572010365252,41.274376565671666,Sweets,Roshen,Halva,59,2025-01-29,2025-10-27,9.87,yes,271,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.36673209336375,41.3310103684727,Sweets,Ferrero,Candies,9,2024-04-19,2024-12-02,10.02,no,227,yes,50.0,5.01,no,50.0,5.01
MarketMax,69.15647725993897,41.226278117008775,Sweets,Roshen,Jam,1,2024-07-30,2025-03-09,11.62,yes,222,yes,41.4,4.81068,no,41.4,4.81068
TastyBite,69.21080056496149,41.32286463794488,Bakery Products,Yashkino,Pasta,49,2024-06-23,2024-11-12,5.53,yes,142,yes,50.0,2.765,no,50.0,2.765
EcoGrocer,69.11456133050086,41.310236082883115,Beverages,Nescafé,Juices,93,2024-06-14,2026-05-29,9.0,yes,714,no,0.0,0.0,yes,0.0,0.0
PrimePick,69.1523549179289,41.23273846525129,Bakery Products,Pioner,Buns,17,2024-09-23,2025-02-12,4.02,yes,142,yes,49.4,1.98588,no,49.4,1.98588
PrimePick,69.18820413542696,41.22271923777033,Beverages,Nestlé Pure Life,Tea,21,2024-09-16,2026-04-01,11.61,no,562,no,0.0,0.0,no,0.0,0.0
MegaMarket,69.12664496305109,41.21705998234814,Meat Products,Hormel,Hot Dogs,88,2024-06-22,2024-07-17,8.83,no,25,yes,50.0,4.415,no,50.0,4.415
MegaMarket,69.2354125823676,41.21722912150457,Meat Products,Perdue,Poultry,38,2024-12-06,2025-01-18,24.2,yes,43,yes,50.0,12.1,no,50.0,12.1
MegaMarket,69.33824954274415,41.340091153269235,Meat Products,Oscar Mayer,Hot Dogs,90,2024-11-30,2025-01-09,8.57,no,40,yes,50.0,4.285,no,50.0,4.285
GoldenCart,69.31091747579292,41.35950867638021,Sweets,Mars,Jam,89,2024-09-09,2024-12-27,4.9,yes,109,yes,50.0,2.45,no,50.0,2.45
PrimePick,69.15673080498803,41.38350166638346,Bakery Products,Ozon,Pasta,68,2024-07-28,2025-01-01,3.21,no,157,yes,50.0,1.605,no,50.0,1.605
