store_name,location_long,location_lat,product_group,product_brand,product_name,sales_volume,date_of_manufacture,date_of_expiry,product_price,status
MegaMarket,-74.05359991301098,40.75401669622087,Beverages,Lipton,Carbonated Drinks,46,2024-08-12,2025-09-27,13.9,yes
FreshFoods,-118.19462319465418,34.051382057507006,Bakery Products,Barilla,Bread,46,2024-04-27,2024-10-08,3.34,yes
FreshFoods,-118.23324936180182,34.091758649095404,Bakery Products,Pioner,Noodles,43,2025-01-20,2025-03-14,5.76,yes
PrimePick,-112.09529944462449,33.46087582720038,Dairy Products,Parmalat,Cheese,85,2024-09-23,2024-11-09,8.49,no
FreshFoods,-118.20752860248305,34.081085612638425,Bakery Products,Makfa,Bread,19,2024-10-04,2025-02-02,6.05,no
FoodWorld,37.57861640343207,55.787264976122465,Beverages,Nestlé Pure Life,Carbonated Drinks,12,2024-08-31,2025-07-07,3.55,yes
GoldenCart,-0.1296711449999952,51.50682064763891,Beverages,Nescafé,Juices,18,2025-02-16,2026-04-23,6.36,yes
TastyBite,139.65354744324102,35.67957706468448,Bakery Products,Pioner,Wheat Flour,75,2024-10-20,2025-03-10,5.05,yes
EcoGrocer,-95.3962806931006,29.780709331333078,Dairy Products,Danone,Butter,3,2024-09-20,2024-12-14,5.79,yes
FreshFoods,-118.25876524655159,34.00815773898911,Bakery Products,Ozon,Biscuits,19,2024-12-26,2025-04-19,2.7,no
MegaMarket,-74.04427641907182,40.73749953606859,Bakery Products,Pioner,Buns,4,2024-10-22,2025-02-01,1.38,yes
NutriMart,-99.09945628054595,19.389977029565593,Bakery Products,Barilla,Pasta,47,2024-05-30,2024-06-26,2.72,yes
MarketMax,2.32044245115352,48.82157172248767,Bakery Products,Yashkino,Buns,39,2024-11-14,2025-03-06,6.06,yes
MegaMarket,-74.0404112664014,40.69147690705603,Dairy Products,Amul,Butter,23,2024-12-01,2025-01-04,2.09,no
FoodWorld,37.6502518230692,55.7612155921276,Sweets,Roshen,Cakes,91,2024-07-13,2025-05-15,11.31,yes
FreshFoods,-118.19590737162898,34.054350104476185,Bakery Products,Makfa,Biscuits,80,2024-04-16,2024-06-18,3.75,no
TastyBite,139.60802092403213,35.68670834047922,Beverages,Lipton,Juices,84,2025-02-10,2026-09-27,12.58,yes
GoldenCart,-0.1583269410685304,51.52206471956985,Dairy Products,Nestlé,Milk,47,2025-01-21,2025-03-18,2.22,yes
TastyBite,139.62149099467777,35.63684645429352,Dairy Products,Parmalat,Yogurt,71,2024-06-30,2024-07-18,3.92,yes
NutriMart,-99.12682606779748,19.43907968131667,Beverages,Coca-Cola,Mineral Water,41,2024-05-05,2025-09-13,1.12,yes
PrimePick,-112.07397839168095,33.49427390228967,Meat Products,Perdue,Smoked Meat,46,2024-05-24,2024-07-14,18.49,yes
TastyBite,139.68104943332006,35.63630028831823,Bakery Products,Barilla,Noodles,49,2024-11-18,2025-04-24,7.08,yes
SuperValue,-87.63348937769625,41.84325378108798,Dairy Products,Campina,Yogurt,28,2025-02-16,2025-03-20,8.15,yes
TastyBite,139.6731720639711,35.677830079740495,Sweets,Milka,Ice Cream,17,2024-09-08,2025-05-04,5.6,no
MarketMax,2.3734762480781786,48.8106012902697,Beverages,Pepsi,Carbonated Drinks,79,2025-01-23,2025-10-06,14.41,yes
FoodWorld,37.56879417530195,55.71554060431475,Meat Products,Cherkizovo,Beef,64,2024-05-06,2024-06-11,11.27,no
SuperValue,-87.62214883758178,41.83491618398437,Meat Products,Tyson,Beef,23,2024-11-09,2024-12-02,24.72,no
FoodWorld,37.58134472435998,55.7708292083056,Dairy Products,Amul,Cheese,6,2024-09-21,2024-11-10,5.21,no
SuperValue,-87.62855207480428,41.87218276778962,Sweets,Milka,Cakes,11,2024-10-16,2025-09-30,6.5,no
MegaMarket,-73.99161332147042,40.72486137238252,Bakery Products,Yashkino,Wheat Flour,20,2024-05-11,2024-07-31,3.63,yes
FreshFoods,-118.20628411149511,34.02450512901263,Dairy Products,Parmalat,Cheese,60,2025-02-10,2025-05-03,9.2,yes
FreshFoods,-118.28286516682695,34.020227335950565,Beverages,Lipton,Carbonated Drinks,52,2024-09-03,2025-05-07,5.44,no
FoodWorld,37.641428476140064,55.72706351870767,Dairy Products,Parmalat,Cheese,5,2024-12-23,2025-01-25,9.59,yes
EcoGrocer,-95.41666767459823,29.742418661922372,Sweets,Nestlé,Chocolate,47,2024-10-25,2025-09-22,4.13,yes
MegaMarket,-73.9876328559645,40.758064500944776,Meat Products,Hormel,Smoked Meat,23,2024-04-30,2024-05-16,6.39,yes
PrimePick,-112.07885790679508,33.48577758898154,Beverages,Nescafé,Carbonated Drinks,86,2024-07-29,2025-08-01,12.63,yes
MarketMax,2.377517605061013,48.8408019147898,Bakery Products,Makfa,Bread,54,2024-11-20,2025-03-28,4.75,no
MarketMax,2.371490143676338,48.84206923764989,Beverages,Coca-Cola,Coffee,77,2024-06-28,2025-03-14,11.12,yes
SuperValue,-87.58116320529618,41.860473257476144,Meat Products,Tyson,Lamb,59,2024-06-02,2024-07-10,22.29,yes
MarketMax,2.3744286038128113,48.8328802694147,Beverages,Pepsi,Tea,82,2025-01-09,2025-10-15,1.51,no
EcoGrocer,-95.3651913772297,29.752417610890006,Bakery Products,Yashkino,Biscuits,28,2024-09-13,2024-11-12,7.67,no
NutriMart,-99.14617435848879,19.47811044554589,Meat Products,Tyson,Poultry,40,2024-12-01,2025-01-29,22.36,yes
FoodWorld,37.602472897839704,55.74720537262737,Sweets,Nestlé,Halva,98,2024-09-06,2025-02-01,11.26,yes
GoldenCart,-0.11831081898610507,51.475089516062106,Sweets,Nestlé,Ice Cream,37,2024-10-28,2025-06-20,9.02,no
FreshFoods,-118.21310602374284,34.10173632212253,Dairy Products,Nestlé,Cream,3,2025-01-28,2025-04-04,2.83,no
NutriMart,-99.17322979276067,19.475322890931917,Beverages,Nescafé,Coffee,5,2024-08-14,2026-04-16,3.97,no
TastyBite,139.6198560238185,35.66430798310824,Beverages,Coca-Cola,Juices,60,2024-10-16,2026-05-24,1.11,yes
EcoGrocer,-95.39303908591299,29.761156081404987,Meat Products,Hormel,Sausage,87,2024-07-20,2024-07-27,23.0,yes
MegaMarket,-73.97694898717522,40.66542468170626,Sweets,Roshen,Cakes,43,2024-06-14,2025-04-20,4.42,no
EcoGrocer,-95.38046822571415,29.772026791689125,Dairy Products,Amul,Cheese,17,2025-02-07,2025-04-11,9.82,yes
GoldenCart,-0.1340598412998248,51.50912770780209,Dairy Products,Campina,Butter,17,2024-12-02,2024-12-31,7.05,no
PrimePick,-112.10809468311913,33.482133787799555,Meat Products,Oscar Mayer,Beef,12,2024-04-01,2024-05-05,5.23,no
SuperValue,-87.6090424086156,41.83088183342375,Dairy Products,Amul,Cheese,4,2024-05-24,2024-08-04,7.08,no
SuperValue,-87.59000907594132,41.852072188422476,Meat Products,Oscar Mayer,Hot Dogs,32,2024-09-28,2024-11-23,10.21,yes
FreshFoods,-118.23095619910424,34.095697589337654,Sweets,Mars,Chocolate,59,2025-01-18,2025-06-19,3.07,yes
SuperValue,-87.630375494882,41.837377714101514,Meat Products,Oscar Mayer,Sausage,13,2024-11-25,2025-01-21,5.44,yes
FreshFoods,-118.25170928818044,34.02322959728787,Meat Products,Perdue,Lamb,24,2024-08-18,2024-08-25,23.07,yes
NutriMart,-99.1714792860449,19.468080892681666,Meat Products,Hormel,Sausage,79,2025-01-20,2025-03-02,5.1,yes
PrimePick,-112.10471547403476,33.49105831792473,Dairy Products,Amul,Milk,67,2024-12-06,2025-01-08,3.73,yes
EcoGrocer,-95.40594349795896,29.71334976184334,Dairy Products,Campina,Cream,17,2024-08-03,2024-09-21,5.85,no
GoldenCart,-0.11260754696255858,51.528208357411245,Beverages,Lipton,Tea,66,2024-10-09,2025-10-21,4.5,yes
PrimePick,-112.1137105398896,33.49458712990941,Sweets,Milka,Candies,27,2024-11-23,2025-09-30,10.83,yes
PrimePick,-112.06170890376899,33.47998921995666,Sweets,Nestlé,Ice Cream,26,2025-01-03,2025-09-30,5.74,yes
FreshFoods,-118.20475503139365,34.04714033840839,Sweets,Milka,Halva,53,2024-08-16,2025-08-12,5.52,yes
SuperValue,-87.63686131995402,41.909004046686505,Bakery Products,Ozon,Pasta,10,2024-07-07,2024-12-29,3.6,yes
GoldenCart,-0.1459410858867374,51.46963036051514,Dairy Products,Campina,Kefir,28,2024-11-12,2025-02-06,8.36,no
TastyBite,139.6286614252521,35.63282351428389,Bakery Products,Yashkino,Pasta,14,2024-12-31,2025-03-19,6.01,no
FreshFoods,-118.22907298856546,34.059594839743276,Beverages,Nestlé Pure Life,Juices,26,2024-06-27,2025-02-12,12.24,yes
PrimePick,-112.1115907320881,33.44052372460906,Bakery Products,Yashkino,Bread,76,2024-10-01,2024-12-07,5.03,yes
NutriMart,-99.09203568565415,19.48139547655929,Meat Products,Oscar Mayer,Sausage,5,2024-12-17,2025-01-26,5.78,yes
FreshFoods,-118.21071497822813,34.04918933519059,Beverages,Nestlé Pure Life,Juices,41,2024-09-12,2026-04-24,2.12,no
FoodWorld,37.60663274917189,55.767032064699436,Beverages,Lipton,Mineral Water,48,2025-01-29,2025-11-10,1.41,yes
MegaMarket,-73.95664596286203,40.67667344234074,Beverages,Pepsi,Carbonated Drinks,12,2024-06-24,2026-01-02,12.43,yes
MegaMarket,-73.96919851275348,40.756211035603464,Meat Products,Tyson,Beef,7,2024-08-21,2024-09-01,10.27,yes
MarketMax,2.319233863011642,48.833591205437976,Bakery Products,Yashkino,Biscuits,16,2024-05-22,2024-08-18,7.03,no
MarketMax,2.369023525072912,48.87029036469369,Sweets,Roshen,Candies,74,2024-11-18,2025-10-24,11.76,yes
FoodWorld,37.593681203358024,55.72838305183932,Meat Products,Tyson,Poultry,72,2024-07-21,2024-09-08,17.94,no
FreshFoods,-118.24423942497054,34.009714440247244,Bakery Products,Barilla,Buns,28,2024-11-13,2025-02-26,2.32,yes
EcoGrocer,-95.34363974676755,29.791799541788194,Sweets,Milka,Cakes,91,2024-11-06,2025-04-23,10.48,yes
SuperValue,-87.64343562167765,41.849978483084364,Beverages,Nescafé,Coffee,26,2024-10-09,2025-10-16,1.96,yes
PrimePick,-112.06627577176066,33.49354945959287,Dairy Products,Danone,Cheese,14,2024-05-14,2024-06-27,2.13,yes
PrimePick,-112.05781144960903,33.40125862496215,Beverages,Nestlé Pure Life,Juices,16,2024-12-25,2025-09-17,5.96,yes
MarketMax,2.352992682419523,48.85681903919492,Dairy Products,President,Kefir,48,2024-05-08,2024-05-28,7.19,no
MarketMax,2.3211449633677987,48.82599316264839,Bakery Products,Yashkino,Bread,68,2025-01-24,2025-06-06,4.63,yes
MegaMarket,-73.96010282827088,40.72743448572825,Bakery Products,Barilla,Wheat Flour,5,2025-01-07,2025-03-23,2.67,yes
PrimePick,-112.0619779259119,33.421046501572874,Beverages,Lipton,Tea,13,2024-07-09,2025-10-06,7.93,yes
EcoGrocer,-95.39100074502687,29.745163311324195,Sweets,Milka,Jam,1,2024-05-06,2024-11-06,7.03,no
FoodWorld,37.65255639392932,55.779709075040614,Bakery Products,Makfa,Bread,88,2024-04-23,2024-06-11,2.31,no
SuperValue,-87.61319686209366,41.924324302808,Beverages,Nestlé Pure Life,Mineral Water,23,2024-08-01,2025-04-16,3.39,no
MegaMarket,-73.95904584691388,40.72220051552068,Sweets,Mars,Ice Cream,32,2024-11-15,2025-04-10,2.45,yes
PrimePick,-112.0714730815715,33.481935903117275,Bakery Products,Makfa,Wheat Flour,13,2024-08-21,2024-11-21,4.17,no
TastyBite,139.64894933137114,35.651933951228415,Meat Products,Perdue,Beef,46,2024-08-20,2024-10-11,11.67,yes
NutriMart,-99.15620625541375,19.431035483956904,Sweets,Mars,Candies,53,2024-07-09,2024-12-18,5.57,yes
NutriMart,-99.08587094118094,19.456701242941474,Meat Products,Oscar Mayer,Smoked Meat,12,2024-06-26,2024-07-27,17.77,no
TastyBite,139.64522693467984,35.71612213823825,Sweets,Ferrero,Cakes,87,2024-09-13,2025-05-30,5.91,yes
PrimePick,-112.11989000226593,33.42933232973708,Sweets,Milka,Halva,16,2024-10-26,2025-09-13,7.67,no
GoldenCart,-0.08085301099394643,51.486240853355966,Beverages,Pepsi,Tea,88,2024-06-03,2026-05-19,14.53,yes
SuperValue,-87.65097400462582,41.85846455995353,Meat Products,Tyson,Sausage,6,2024-07-08,2024-08-02,21.51,yes
FoodWorld,37.610332282853314,55.736382150075656,Dairy Products,Nestlé,Kefir,18,2024-09-14,2024-11-03,8.28,yes
TastyBite,139.60890034653036,35.641703701533146,Meat Products,Oscar Mayer,Smoked Meat,26,2024-10-26,2024-12-09,23.37,yes
MegaMarket,-74.02053677620833,40.710117776779036,Beverages,Lipton,Tea,13,2024-07-30,2025-12-01,9.36,yes
MarketMax,2.3344479902240485,48.87449232110674,Sweets,Ferrero,Jam,99,2024-06-29,2025-02-02,3.36,yes
PrimePick,-112.09426658537487,33.42889960962355,Beverages,Nescafé,Carbonated Drinks,49,2024-10-28,2025-08-02,2.94,yes
GoldenCart,-0.10928367202833406,51.50778151736176,Meat Products,Perdue,Poultry,55,2024-11-12,2024-12-15,24.23,yes
TastyBite,139.67697697028882,35.6288422120314,Dairy Products,Danone,Cottage Cheese,39,2024-07-21,2024-10-17,6.1,yes
TastyBite,139.68808052351872,35.71619124136983,Dairy Products,President,Yogurt,52,2024-03-22,2024-06-03,8.46,no
FoodWorld,37.575765909253576,55.78971980383869,Meat Products,Tyson,Poultry,77,2024-05-07,2024-07-05,10.81,yes
GoldenCart,-0.16565573188925317,51.54383141244416,Sweets,Roshen,Jam,92,2024-04-15,2024-10-26,7.16,yes
FoodWorld,37.656805234119055,55.71944027501907,Bakery Products,Ozon,Buns,40,2024-03-22,2024-07-31,5.37,yes
FreshFoods,-118.23332093377121,34.00220357117729,Dairy Products,Amul,Milk,32,2024-07-01,2024-07-28,5.79,no
FoodWorld,37.659904444266715,55.74487138932918,Meat Products,Perdue,Sausage,24,2024-07-17,2024-09-15,21.95,yes
NutriMart,-99.0972686112209,19.45073204470212,Sweets,Mars,Ice Cream,19,2025-02-07,2025-05-19,3.85,no
EcoGrocer,-95.3456335279676,29.727477549183007,Sweets,Ferrero,Ice Cream,62,2024-08-14,2025-04-09,8.68,no
FoodWorld,37.59481813485562,55.7425339407412,Beverages,Coca-Cola,Tea,54,2024-10-22,2025-09-18,1.39,yes
NutriMart,-99.12514619260523,19.421542939796314,Dairy Products,Campina,Cream,85,2025-01-30,2025-04-10,2.34,no
SuperValue,-87.6074934732062,41.87489071074905,Meat Products,Tyson,Lamb,46,2024-11-30,2025-01-08,9.22,no
TastyBite,139.60657657709604,35.66526243258197,Bakery Products,Ozon,Buns,93,2025-01-01,2025-04-04,4.22,no
SuperValue,-87.60353924131807,41.85593401443434,Meat Products,Perdue,Beef,83,2024-11-21,2024-12-22,24.25,yes
SuperValue,-87.58705877545255,41.88570389544704,Sweets,Milka,Candies,90,2024-08-31,2025-05-26,7.84,no
FreshFoods,-118.20849688157672,34.006692913208546,Bakery Products,Makfa,Wheat Flour,86,2024-05-12,2024-09-23,7.54,yes
EcoGrocer,-95.33894445167984,29.808532839628864,Bakery Products,Barilla,Pasta,94,2024-10-01,2025-01-23,7.46,yes
PrimePick,-112.0393198147193,33.409847378275856,Dairy Products,President,Butter,48,2025-01-23,2025-02-09,9.39,yes
FoodWorld,37.666187086389506,55.74356289458068,Sweets,Roshen,Candies,26,2024-07-26,2025-07-02,6.38,yes
EcoGrocer,-95.37639369914693,29.784615390653975,Sweets,Ferrero,Chocolate,75,2024-03-31,2024-08-17,4.04,no
MegaMarket,-74.01519726299621,40.69875610020637,Sweets,Mars,Cakes,24,2025-02-10,2026-02-05,6.96,no
NutriMart,-99.13311497147672,19.46535757392774,Meat Products,Cherkizovo,Hot Dogs,18,2024-04-22,2024-05-27,13.55,yes
FreshFoods,-118.28098076161267,34.059115242283156,Sweets,Milka,Chocolate,16,2024-11-29,2025-06-25,2.51,yes
MegaMarket,-73.96193824812032,40.685202122483645,Meat Products,Perdue,Smoked Meat,46,2024-04-22,2024-05-09,24.36,yes
NutriMart,-99.13142402452543,19.406739840046463,Sweets,Roshen,Cakes,52,2025-01-29,2025-05-28,7.46,no
NutriMart,-99.09146086626579,19.42969787066052,Meat Products,Tyson,Beef,44,2024-10-20,2024-11-12,9.01,no
MegaMarket,-74.00129126523676,40.67672886281329,Meat Products,Tyson,Lamb,64,2024-04-25,2024-06-22,23.96,no
MegaMarket,-74.04892369041599,40.69738455725093,Beverages,Nescafé,Coffee,11,2024-12-26,2026-10-27,14.25,yes
MegaMarket,-74.00634032798737,40.673206121638124,Bakery Products,Ozon,Biscuits,62,2024-08-21,2024-10-25,1.15,yes
EcoGrocer,-95.33377055284724,29.763818586111174,Dairy Products,Amul,Cheese,7,2024-10-03,2024-12-04,7.56,yes
MarketMax,2.313758319954539,48.86155449240339,Dairy Products,Amul,Kefir,46,2024-06-26,2024-08-22,5.49,yes
EcoGrocer,-95.41879503497248,29.719599081054792,Beverages,Nescafé,Coffee,6,2024-03-26,2025-06-04,12.38,yes
SuperValue,-87.65154040224871,41.87195558827266,Meat Products,Hormel,Hot Dogs,84,2024-07-22,2024-08-16,7.59,yes
FreshFoods,-118.28606221294835,34.06785902834893,Sweets,Ferrero,Ice Cream,91,2024-09-17,2025-04-07,6.44,yes
GoldenCart,-0.14853165858613632,51.53542084054902,Bakery Products,Yashkino,Bread,41,2024-12-21,2025-05-05,1.73,yes
MarketMax,2.364387178050136,48.877150167523745,Meat Products,Tyson,Lamb,18,2024-12-10,2024-12-31,11.1,yes
FreshFoods,-118.2120620290548,34.03943899850615,Bakery Products,Barilla,Pasta,90,2024-10-30,2025-04-21,6.35,no
MegaMarket,-74.05262438163884,40.71269074903453,Meat Products,Cherkizovo,Sausage,39,2024-05-01,2024-05-11,10.58,yes
FoodWorld,37.605558818078535,55.707684847777166,Beverages,Coca-Cola,Carbonated Drinks,27,2024-09-29,2025-10-02,10.24,yes
PrimePick,-112.0477003688903,33.40153060994562,Dairy Products,Amul,Butter,44,2024-07-31,2024-10-28,3.73,yes
NutriMart,-99.14044508108005,19.42600760101806,Dairy Products,Nestlé,Cottage Cheese,50,2024-08-13,2024-11-03,5.71,yes
NutriMart,-99.15718992913772,19.459501235072995,Beverages,Lipton,Carbonated Drinks,17,2024-03-26,2025-07-06,12.19,no
FreshFoods,-118.21656607955188,34.102080609102494,Meat Products,Hormel,Hot Dogs,51,2024-04-07,2024-05-23,10.49,yes
PrimePick,-112.04297405030462,33.476642628762896,Sweets,Mars,Chocolate,40,2025-01-04,2025-09-15,10.36,no
FoodWorld,37.611290927941255,55.75207242685651,Beverages,Coca-Cola,Juices,62,2025-02-08,2026-03-18,6.72,yes
FreshFoods,-118.23266714780372,34.02984456711489,Meat Products,Tyson,Sausage,24,2024-07-29,2024-09-23,20.73,yes
FoodWorld,37.630333817838505,55.71852224800841,Bakery Products,Yashkino,Buns,7,2024-07-16,2024-08-21,5.58,yes
TastyBite,139.658289071546,35.7122570277574,Dairy Products,Amul,Cream,30,2024-04-19,2024-06-05,9.8,yes
GoldenCart,-0.17332669331388262,51.51144413545006,Bakery Products,Ozon,Wheat Flour,10,2024-12-03,2025-04-02,1.79,yes
EcoGrocer,-95.38266406380747,29.742978904606677,Beverages,Coca-Cola,Tea,37,2024-05-31,2024-12-22,5.57,no
GoldenCart,-0.08806077743472292,51.554909882903196,Meat Products,Perdue,Poultry,80,2024-04-03,2024-04-20,12.37,yes
SuperValue,-87.67724647137356,41.91928726595583,Sweets,Ferrero,Cakes,66,2024-12-04,2025-08-27,11.4,yes
NutriMart,-99.11057402383233,19.3858599528559,Beverages,Coca-Cola,Mineral Water,29,2025-01-02,2026-11-28,14.97,yes
MarketMax,2.314324237304624,48.86049673838991,Sweets,Mars,Halva,61,2024-12-12,2025-12-03,6.41,yes
NutriMart,-99.15879710046002,19.411906530886196,Bakery Products,Ozon,Pasta,59,2024-08-27,2024-10-02,5.85,yes
MarketMax,2.3373984609368867,48.84278811598397,Sweets,Mars,Cakes,84,2024-11-21,2025-06-16,6.49,yes
NutriMart,-99.08452550289833,19.465382110442807,Sweets,Ferrero,Ice Cream,87,2025-01-12,2025-06-21,8.06,no
GoldenCart,-0.16964940426908226,51.48878443389383,Beverages,Nescafé,Carbonated Drinks,74,2024-11-27,2025-12-14,13.6,no
MegaMarket,-74.01413743974017,40.67947709434091,Sweets,Nestlé,Jam,13,2024-05-22,2024-09-06,10.34,yes
SuperValue,-87.66656222449922,41.927093348384666,Sweets,Nestlé,Ice Cream,46,2024-05-23,2025-03-14,8.97,yes
PrimePick,-112.03425736792035,33.41030296436608,Meat Products,Cherkizovo,Hot Dogs,79,2024-05-13,2024-07-05,5.9,no
GoldenCart,-0.08673257751399671,51.552391905576656,Beverages,Lipton,Juices,97,2024-11-18,2025-10-01,11.27,no
NutriMart,-99.08953785537678,19.474234184733113,Dairy Products,Danone,Milk,76,2025-01-16,2025-03-18,7.39,yes
GoldenCart,-0.12693328087141126,51.501258704102575,Sweets,Milka,Chocolate,30,2024-08-18,2025-07-26,5.41,yes
TastyBite,139.6847065427244,35.68418282065111,Beverages,Nestlé Pure Life,Juices,50,2024-08-29,2025-08-26,14.35,yes
EcoGrocer,-95.39197437731092,29.75345376523669,Sweets,Milka,Chocolate,45,2024-08-11,2025-02-01,3.19,yes
FoodWorld,37.584232077175734,55.72816333629888,Meat Products,Cherkizovo,Beef,30,2024-08-08,2024-08-24,6.92,yes
TastyBite,139.60303501247046,35.70168647386495,Dairy Products,Amul,Cottage Cheese,25,2024-03-22,2024-06-06,8.66,yes
EcoGrocer,-95.32501202268364,29.738583752254996,Beverages,Lipton,Coffee,17,2024-11-06,2026-03-03,13.85,no
FreshFoods,-118.25047340515461,34.04664050631589,Meat Products,Tyson,Lamb,36,2024-05-17,2024-06-15,21.07,no
EcoGrocer,-95.38708842842823,29.783136159022416,Sweets,Milka,Cakes,59,2025-02-04,2026-01-22,8.72,yes
GoldenCart,-0.1739643156160581,51.54662725090736,Dairy Products,Campina,Butter,67,2024-08-28,2024-10-05,8.73,yes
MegaMarket,-73.9932714951575,40.75771825449057,Bakery Products,Makfa,Noodles,49,2024-07-09,2025-01-04,2.37,yes
FoodWorld,37.6406560685044,55.787186885186365,Meat Products,Oscar Mayer,Lamb,82,2024-05-03,2024-06-12,22.14,no
MegaMarket,-74.00693088480999,40.70623187814002,Sweets,Ferrero,Jam,23,2024-04-07,2025-02-05,8.88,yes
NutriMart,-99.14832962245626,19.406071578685726,Sweets,Ferrero,Cakes,30,2024-08-15,2025-07-19,6.9,yes
NutriMart,-99.13510409474416,19.41831278716878,Dairy Products,Danone,Milk,97,2024-08-13,2024-10-19,9.75,yes
MarketMax,2.3486735932322707,48.81818191798344,Meat Products,Tyson,Poultry,90,2024-10-08,2024-11-29,7.56,no
FoodWorld,37.63602219311808,55.76590587916672,Dairy Products,Parmalat,Kefir,65,2024-07-07,2024-09-11,2.49,no
PrimePick,-112.0828770915632,33.46589890470327,Beverages,Lipton,Tea,34,2024-04-15,2025-07-13,7.8,yes
MegaMarket,-74.0150188456913,40.693651064955915,Sweets,Ferrero,Halva,27,2025-02-02,2025-06-28,11.48,yes
GoldenCart,-0.12382326898282774,51.470321533439275,Dairy Products,President,Milk,100,2024-09-05,2024-11-03,8.13,yes
MegaMarket,-74.01979022483864,40.714664899851726,Bakery Products,Makfa,Noodles,51,2024-07-14,2024-10-03,6.61,no
GoldenCart,-0.12250488299926046,51.49873952797622,Bakery Products,Barilla,Wheat Flour,3,2024-12-13,2025-01-15,4.51,no
MegaMarket,-74.02585335646253,40.67849455063573,Bakery Products,Makfa,Wheat Flour,35,2024-05-21,2024-09-01,5.59,yes
PrimePick,-112.11634729180194,33.484598369476885,Sweets,Nestlé,Chocolate,2,2024-12-21,2025-06-06,2.96,yes
MarketMax,2.3627691580916217,48.82602840802034,Meat Products,Hormel,Sausage,66,2024-03-30,2024-04-25,10.48,yes
PrimePick,-112.06637988183543,33.49532623887662,Beverages,Nestlé Pure Life,Tea,12,2024-07-10,2026-02-26,8.85,yes
TastyBite,139.6385408335933,35.67685935048805,Beverages,Lipton,Juices,98,2024-12-23,2025-10-09,7.33,yes
MegaMarket,-74.03278844522902,40.702534861829285,Meat Products,Perdue,Hot Dogs,14,2025-02-11,2025-03-09,11.65,no
FreshFoods,-118.27677442873144,34.01173890350527,Beverages,Nescafé,Carbonated Drinks,11,2024-05-30,2026-01-12,9.63,yes
NutriMart,-99.17730670416995,19.458658159941756,Beverages,Nestlé Pure Life,Tea,40,2024-09-07,2025-08-07,1.51,yes
NutriMart,-99.18264282303144,19.42325342833953,Bakery Products,Yashkino,Biscuits,70,2024-11-29,2025-02-24,7.72,yes
FoodWorld,37.61874311156482,55.7766868171893,Dairy Products,Nestlé,Cheese,90,2024-04-27,2024-06-28,3.02,yes
TastyBite,139.6169196973602,35.70101487625948,Beverages,Coca-Cola,Mineral Water,55,2024-11-27,2025-11-16,9.77,yes
SuperValue,-87.62509149501165,41.90299934330748,Beverages,Coca-Cola,Juices,16,2024-10-27,2026-02-20,11.08,no
PrimePick,-112.06248995127562,33.45064801027952,Meat Products,Cherkizovo,Smoked Meat,22,2024-05-30,2024-06-24,15.47,yes
NutriMart,-99.14607466919469,19.47779953631943,Sweets,Milka,Ice Cream,60,2024-07-04,2025-03-20,11.27,no
SuperValue,-87.60829185702994,41.84452382109492,Beverages,Coca-Cola,Juices,54,2024-06-18,2025-05-17,7.59,no
MegaMarket,-74.0372325572973,40.69398405096342,Dairy Products,Amul,Cheese,43,2024-05-06,2024-05-27,7.0,yes
FreshFoods,-118.2377843910848,34.037245279291525,Bakery Products,Ozon,Buns,2,2024-06-25,2024-09-10,2.99,no
MarketMax,2.332775032060798,48.86504683850506,Sweets,Nestlé,Cakes,72,2024-12-21,2025-07-02,2.77,yes
EcoGrocer,-95.39350623829688,29.73839855334932,Dairy Products,Danone,Butter,67,2025-01-13,2025-03-17,4.64,no
NutriMart,-99.08653411111884,19.443077520732015,Sweets,Nestlé,Candies,22,2024-03-20,2024-10-14,11.89,yes
NutriMart,-99.16671816127042,19.397249165528518,Dairy Products,Parmalat,Milk,7,2024-05-28,2024-08-15,8.46,yes
FoodWorld,37.61733751051427,55.73850893641007,Dairy Products,Danone,Cottage Cheese,51,2024-09-28,2024-11-30,7.65,yes
TastyBite,139.60811996613984,35.65789719243846,Sweets,Ferrero,Candies,82,2024-08-08,2025-01-18,10.4,yes
FoodWorld,37.592353903971144,55.77530997545493,Dairy Products,Amul,Cheese,84,2024-09-13,2024-10-19,2.2,yes
FoodWorld,37.60189915573037,55.78287447832081,Beverages,Pepsi,Coffee,72,2024-06-24,2026-01-16,6.24,no
MegaMarket,-74.01990086224228,40.68238360853947,Bakery Products,Barilla,Noodles,40,2024-09-03,2024-10-04,7.38,no
TastyBite,139.66097744141297,35.718356395325806,Dairy Products,Campina,Kefir,83,2024-11-19,2025-01-22,2.35,yes
PrimePick,-112.11827729996209,33.42581738306379,Sweets,Mars,Jam,61,2025-01-24,2025-12-12,6.9,yes
TastyBite,139.6041193593692,35.70694306853405,Dairy Products,Amul,Cream,20,2024-06-17,2024-07-17,2.66,no
FreshFoods,-118.22995218442784,34.00780479942216,Dairy Products,Parmalat,Milk,70,2024-08-08,2024-09-15,7.24,no
GoldenCart,-0.09297699740851932,51.54112735282182,Meat Products,Oscar Mayer,Hot Dogs,93,2024-09-22,2024-11-01,5.28,yes
MarketMax,2.3691641174834097,48.89037166738191,Dairy Products,Danone,Butter,98,2024-11-30,2025-01-01,7.83,yes
FoodWorld,37.628152902530644,55.71025084294344,Sweets,Nestlé,Candies,82,2024-03-20,2024-11-24,4.74,yes
