product_direction,product_category,product_brand,product_name,product_price,production_date,expire_date,period_of_duration,brand_availability,discount_percentage,price_after_discount,store_name,location_long,location_lat,product_group,sales_volume,date_of_manufacture,date_of_expiry,status,duration_of_expiry,discount,discount_price,last_status,ultra_discount_percentage,ultra_discount
,,Roshen,Ice Cream,5.49,,,,,,,SuperValue,-87.675634,41.92501758,Sweets,6.0,26/05/2024,18/04/2025,no,,,,,,
,,Hormel,Smoked Meat,11.38,,,,,,,FoodWorld,37.63345862,55.79924448,Meat Products,76.0,28/05/2024,06/06/2024,no,,,,,,
,,Oscar Mayer,Hot Dogs,5.33,,,,,,,NutriMart,-99.15466867,19.41075159,Meat Products,12.0,21/05/2024,02/07/2024,yes,,,,,,
,,Cherkizovo,Lamb,11.6,,,,,,,TastyBite,139.6350861,35.6857243,Meat Products,37.0,10/08/2024,04/10/2024,no,,,,,,
,,Oscar Mayer,Beef,6.05,,,,,,,SuperValue,-87.6200882,41.91479558,Meat Products,64.0,28/01/2025,07/03/2025,yes,,,,,,
,,Coca-Cola,Tea,1.43,,,,,,,MarketMax,2.399150747,48.80780716,Beverages,18.0,24/08/2024,29/04/2026,yes,,,,,,
,,Lipton,Mineral Water,12.2,,,,,,,FoodWorld,37.58272634,55.79216927,Beverages,17.0,27/06/2024,20/12/2025,yes,,,,,,
,,Barilla,Wheat Flour,6.08,,,,,,,TastyBite,139.6074006,35.66271659,Bakery Products,57.0,14/07/2024,10/01/2025,no,,,,,,
,,Coca-Cola,Juices,6.23,,,,,,,MarketMax,2.311588941,48.85630504,Beverages,68.0,30/10/2024,30/06/2025,yes,,,,,,
,,Hormel,Sausage,19.19,,,,,,,PrimePick,-112.0994705,33.40590533,Meat Products,73.0,01/08/2024,11/08/2024,no,,,,,,
,,Perdue,Hot Dogs,14.2,,,,,,,GoldenCart,-0.109799059,51.47877942,Meat Products,7.0,29/08/2024,21/10/2024,yes,,,,,,
,,Roshen,Ice Cream,7.81,,,,,,,FreshFoods,-118.2004594,34.07804713,Sweets,56.0,19/08/2024,12/06/2025,yes,,,,,,
,,Ozon,Buns,5.39,,,,,,,MarketMax,2.357572898,48.89511747,Bakery Products,78.0,27/11/2024,09/02/2025,yes,,,,,,
,,Coca-Cola,Carbonated Drinks,12.22,,,,,,,MarketMax,2.302891557,48.86129386,Beverages,32.0,18/11/2024,14/09/2026,yes,,,,,,
,,Amul,Yogurt,5.46,,,,,,,PrimePick,-112.1234021,33.42283607,Dairy Products,21.0,01/04/2024,31/05/2024,yes,,,,,,
,,Nestl̩,Candies,7.66,,,,,,,EcoGrocer,-95.40543435,29.79543089,Sweets,88.0,26/05/2024,09/12/2024,no,,,,,,
,,Ferrero,Cakes,11.35,,,,,,,PrimePick,-112.1053957,33.42430763,Sweets,31.0,10/06/2024,29/03/2025,no,,,,,,
,,Ozon,Pasta,5.35,,,,,,,FoodWorld,37.65324662,55.74340621,Bakery Products,57.0,16/11/2024,22/01/2025,no,,,,,,
,,Barilla,Pasta,5.03,,,,,,,EcoGrocer,-95.33305338,29.78249301,Bakery Products,31.0,20/06/2024,02/07/2024,yes,,,,,,
,,Makfa,Noodles,2.49,,,,,,,MegaMarket,-73.99431527,40.66932587,Bakery Products,36.0,16/08/2024,27/09/2024,yes,,,,,,
,,Mars,Jam,10.62,,,,,,,FreshFoods,-118.2411729,34.062665,Sweets,62.0,04/09/2024,16/05/2025,yes,,,,,,
,,Coca-Cola,Tea,3.82,,,,,,,PrimePick,-112.1113162,33.46740436,Beverages,42.0,28/10/2024,06/07/2025,no,,,,,,
,,Nestl̩ Pure Life,Carbonated Drinks,11.83,,,,,,,FreshFoods,-118.2220379,34.00514545,Beverages,28.0,06/06/2024,09/06/2025,yes,,,,,,
,,Lipton,Carbonated Drinks,13.41,,,,,,,SuperValue,-87.63052369,41.9194611,Beverages,27.0,26/04/2024,21/12/2025,yes,,,,,,
,,Perdue,Beef,16.17,,,,,,,MegaMarket,-74.01581909,40.75829416,Meat Products,57.0,20/03/2024,09/04/2024,yes,,,,,,
,,Oscar Mayer,Hot Dogs,17.6,,,,,,,MarketMax,2.335705808,48.88635705,Meat Products,65.0,21/08/2024,05/09/2024,yes,,,,,,
,,Tyson,Lamb,18.51,,,,,,,MegaMarket,-73.97689146,40.72683132,Meat Products,64.0,04/08/2024,12/08/2024,no,,,,,,
,,Pioner,Biscuits,4.98,,,,,,,FoodWorld,37.60398239,55.78395012,Bakery Products,54.0,28/05/2024,07/09/2024,yes,,,,,,
,,Danone,Cream,7.3,,,,,,,MarketMax,2.30357934,48.88964065,Dairy Products,52.0,24/06/2024,11/09/2024,yes,,,,,,
,,Coca-Cola,Juices,5.41,,,,,,,MarketMax,2.381746353,48.89490382,Beverages,74.0,03/11/2024,30/01/2026,yes,,,,,,
,,Yashkino,Buns,4.39,,,,,,,NutriMart,-99.13092814,19.40348658,Bakery Products,99.0,05/01/2025,04/07/2025,yes,,,,,,
,,Mars,Cakes,2.34,,,,,,,TastyBite,139.6845114,35.69700675,Sweets,77.0,03/12/2024,07/10/2025,no,,,,,,
,,Cherkizovo,Smoked Meat,21.47,,,,,,,GoldenCart,-0.176379396,51.53878676,Meat Products,85.0,03/07/2024,19/07/2024,no,,,,,,
,,Yashkino,Bread,1.71,,,,,,,MarketMax,2.314955898,48.83625989,Bakery Products,49.0,09/05/2024,18/06/2024,no,,,,,,
,,Campina,Butter,6.5,,,,,,,NutriMart,-99.09514799,19.45298888,Dairy Products,14.0,03/09/2024,23/10/2024,yes,,,,,,
,,Pioner,Biscuits,7.37,,,,,,,PrimePick,-112.0540197,33.40002836,Bakery Products,95.0,10/06/2024,22/07/2024,no,,,,,,
,,Nestl̩ Pure Life,Carbonated Drinks,6.57,,,,,,,TastyBite,139.6307186,35.6965199,Beverages,82.0,09/06/2024,20/11/2025,yes,,,,,,
,,Roshen,Halva,6.5,,,,,,,TastyBite,139.6067214,35.69580833,Sweets,19.0,23/05/2024,03/12/2024,yes,,,,,,
,,Tyson,Sausage,18.95,,,,,,,FoodWorld,37.63302645,55.71158086,Meat Products,67.0,13/04/2024,14/05/2024,no,,,,,,
,,Perdue,Poultry,15.73,,,,,,,EcoGrocer,-95.39425822,29.78019079,Meat Products,60.0,07/01/2025,21/02/2025,no,,,,,,
,,Cherkizovo,Sausage,10.39,,,,,,,PrimePick,-112.0486962,33.4375415,Meat Products,88.0,01/11/2024,17/12/2024,no,,,,,,
,,Barilla,Noodles,3.76,,,,,,,MarketMax,2.370027075,48.82587977,Bakery Products,57.0,05/06/2024,02/08/2024,yes,,,,,,
,,Coca-Cola,Tea,2.39,,,,,,,TastyBite,139.6883057,35.6321354,Beverages,52.0,25/05/2024,28/11/2024,yes,,,,,,
,,Nestl̩ Pure Life,Juices,5.51,,,,,,,GoldenCart,-0.109361618,51.53064549,Beverages,64.0,11/12/2024,22/07/2026,no,,,,,,
,,Ozon,Biscuits,1.05,,,,,,,GoldenCart,-0.142593494,51.54624675,Bakery Products,56.0,06/08/2024,14/08/2024,yes,,,,,,
,,Nescaf̩,Carbonated Drinks,2.0,,,,,,,FoodWorld,37.64598965,55.73955785,Beverages,38.0,17/04/2024,14/10/2025,yes,,,,,,
,,Hormel,Poultry,17.23,,,,,,,PrimePick,-112.1086094,33.43090961,Meat Products,9.0,06/12/2024,19/01/2025,no,,,,,,
,,Makfa,Noodles,1.12,,,,,,,MegaMarket,-73.97119699,40.67717203,Bakery Products,53.0,17/12/2024,12/04/2025,no,,,,,,
,,President,Milk,2.36,,,,,,,GoldenCart,-0.091073703,51.53945822,Dairy Products,32.0,14/10/2024,21/11/2024,yes,,,,,,
,,Coca-Cola,Carbonated Drinks,8.57,,,,,,,PrimePick,-112.1027839,33.41378829,Beverages,6.0,05/09/2024,22/04/2025,no,,,,,,
,,Tyson,Lamb,16.68,,,,,,,EcoGrocer,-95.35892867,29.71343968,Meat Products,35.0,09/01/2025,16/01/2025,yes,,,,,,
,,Nescaf̩,Tea,14.86,,,,,,,FreshFoods,-118.246137,34.08456725,Beverages,18.0,05/08/2024,11/01/2026,yes,,,,,,
,,Cherkizovo,Beef,14.28,,,,,,,FreshFoods,-118.2547759,34.02317449,Meat Products,39.0,28/08/2024,06/09/2024,yes,,,,,,
,,Mars,Halva,7.73,,,,,,,MarketMax,2.351414298,48.88177921,Sweets,42.0,29/11/2024,21/06/2025,yes,,,,,,
,,Mars,Candies,3.69,,,,,,,GoldenCart,-0.115006268,51.5158478,Sweets,85.0,26/10/2024,24/01/2025,yes,,,,,,
,,Danone,Milk,9.8,,,,,,,PrimePick,-112.0368087,33.41311389,Dairy Products,46.0,15/12/2024,15/03/2025,yes,,,,,,
,,President,Yogurt,3.82,,,,,,,TastyBite,139.6844532,35.65423667,Dairy Products,40.0,05/06/2024,24/06/2024,yes,,,,,,
,,Nestl̩,Ice Cream,11.56,,,,,,,FoodWorld,37.6144165,55.77229879,Sweets,47.0,25/01/2025,29/10/2025,yes,,,,,,
,,Cherkizovo,Smoked Meat,15.02,,,,,,,PrimePick,-112.0340646,33.40506937,Meat Products,21.0,30/06/2024,07/07/2024,no,,,,,,
,,Nestl̩,Jam,7.71,,,,,,,SuperValue,-87.6478,41.91200991,Sweets,66.0,07/08/2024,29/12/2024,yes,,,,,,
,,Campina,Cream,7.73,,,,,,,EcoGrocer,-95.33064998,29.72723153,Dairy Products,47.0,24/12/2024,24/02/2025,no,,,,,,
,,Cherkizovo,Lamb,19.0,,,,,,,SuperValue,-87.59593564,41.87402466,Meat Products,13.0,01/11/2024,20/11/2024,yes,,,,,,
,,Parmalat,Milk,6.33,,,,,,,SuperValue,-87.65843636,41.91244244,Dairy Products,68.0,04/05/2024,16/07/2024,yes,,,,,,
,,Cherkizovo,Poultry,16.87,,,,,,,SuperValue,-87.59746713,41.9167354,Meat Products,54.0,31/01/2025,14/03/2025,yes,,,,,,
,,Pepsi,Carbonated Drinks,7.3,,,,,,,MarketMax,2.325756656,48.89938511,Beverages,84.0,16/11/2024,13/09/2025,yes,,,,,,
,,Makfa,Biscuits,1.25,,,,,,,NutriMart,-99.16804956,19.38529749,Bakery Products,87.0,06/01/2025,27/01/2025,no,,,,,,
,,Nestl̩,Chocolate,10.1,,,,,,,MarketMax,2.329473272,48.83823584,Sweets,86.0,26/12/2024,16/08/2025,no,,,,,,
,,Lipton,Tea,9.31,,,,,,,NutriMart,-99.15725099,19.41489608,Beverages,41.0,26/08/2024,17/09/2025,yes,,,,,,
,,Pepsi,Tea,9.16,,,,,,,TastyBite,139.6688491,35.68027869,Beverages,66.0,21/04/2024,14/10/2025,yes,,,,,,
,,Cherkizovo,Hot Dogs,8.35,,,,,,,NutriMart,-99.12509691,19.38840781,Meat Products,98.0,03/02/2025,06/03/2025,no,,,,,,
,,Lipton,Carbonated Drinks,14.43,,,,,,,EcoGrocer,-95.3647506,29.7609528,Beverages,68.0,30/03/2024,04/03/2025,yes,,,,,,
,,Coca-Cola,Carbonated Drinks,9.85,,,,,,,MarketMax,2.325979533,48.81452736,Beverages,15.0,05/02/2025,01/09/2025,yes,,,,,,
,,Danone,Cottage Cheese,7.15,,,,,,,FreshFoods,-118.212972,34.0569182,Dairy Products,83.0,20/12/2024,10/03/2025,no,,,,,,
,,Campina,Butter,5.1,,,,,,,FreshFoods,-118.2803185,34.05327436,Dairy Products,63.0,22/03/2024,26/05/2024,no,,,,,,
,,Nescaf̩,Carbonated Drinks,9.25,,,,,,,NutriMart,-99.17135783,19.38626479,Beverages,29.0,20/11/2024,16/10/2025,yes,,,,,,
,,Cherkizovo,Smoked Meat,23.04,,,,,,,TastyBite,139.6233968,35.68686954,Meat Products,56.0,21/08/2024,05/10/2024,no,,,,,,
,,Nestl̩ Pure Life,Tea,13.07,,,,,,,EcoGrocer,-95.41537613,29.78178481,Beverages,66.0,27/01/2025,22/09/2026,no,,,,,,
,,Perdue,Beef,19.79,,,,,,,EcoGrocer,-95.40069911,29.81005437,Meat Products,63.0,31/10/2024,22/11/2024,no,,,,,,
,,Campina,Butter,7.41,,,,,,,EcoGrocer,-95.38687304,29.720415,Dairy Products,99.0,28/08/2024,06/11/2024,yes,,,,,,
,,Roshen,Jam,4.74,,,,,,,SuperValue,-87.62732024,41.89247075,Sweets,95.0,10/07/2024,29/06/2025,no,,,,,,
,,Roshen,Candies,2.64,,,,,,,PrimePick,-112.0872356,33.40287125,Sweets,14.0,27/04/2024,01/01/2025,no,,,,,,
,,Makfa,Buns,3.8,,,,,,,MegaMarket,-73.98584393,40.72794007,Bakery Products,42.0,13/04/2024,09/06/2024,no,,,,,,
,,Roshen,Chocolate,10.78,,,,,,,FreshFoods,-118.2186948,34.03462993,Sweets,96.0,07/04/2024,15/02/2025,yes,,,,,,
,,Makfa,Buns,3.5,,,,,,,FoodWorld,37.65467103,55.75957268,Bakery Products,39.0,03/02/2025,19/04/2025,yes,,,,,,
,,Tyson,Lamb,22.12,,,,,,,PrimePick,-112.0766971,33.43960137,Meat Products,99.0,21/10/2024,13/12/2024,no,,,,,,
,,Yashkino,Bread,4.54,,,,,,,MegaMarket,-74.03420708,40.66943937,Bakery Products,62.0,08/07/2024,19/11/2024,yes,,,,,,
,,Perdue,Smoked Meat,18.39,,,,,,,FreshFoods,-118.1992097,34.03770672,Meat Products,21.0,20/01/2025,13/03/2025,yes,,,,,,
,,Ferrero,Jam,5.31,,,,,,,EcoGrocer,-95.38044972,29.72084606,Sweets,5.0,27/05/2024,09/10/2024,yes,,,,,,
,,Makfa,Pasta,6.98,,,,,,,PrimePick,-112.024407,33.4626533,Bakery Products,39.0,04/05/2024,15/08/2024,no,,,,,,
,,Cherkizovo,Lamb,12.78,,,,,,,FreshFoods,-118.2310171,34.05719902,Meat Products,75.0,26/10/2024,23/12/2024,no,,,,,,
,,Nestl̩ Pure Life,Tea,11.4,,,,,,,EcoGrocer,-95.34032908,29.74038911,Beverages,23.0,20/05/2024,04/11/2025,yes,,,,,,
,,Nestl̩ Pure Life,Coffee,7.19,,,,,,,TastyBite,139.6085331,35.65454354,Beverages,15.0,22/10/2024,24/06/2025,yes,,,,,,
,,President,Cottage Cheese,9.13,,,,,,,SuperValue,-87.67210774,41.91785598,Dairy Products,71.0,24/04/2024,13/06/2024,yes,,,,,,
,,Coca-Cola,Coffee,10.72,,,,,,,PrimePick,-112.0572354,33.48217771,Beverages,33.0,31/12/2024,23/01/2026,no,,,,,,
,,Ferrero,Halva,11.71,,,,,,,PrimePick,-112.0243776,33.40098305,Sweets,52.0,13/08/2024,14/03/2025,no,,,,,,
,,Tyson,Hot Dogs,12.69,,,,,,,MegaMarket,-74.01352476,40.74399078,Meat Products,93.0,12/02/2025,28/03/2025,no,,,,,,
,,Lipton,Tea,14.86,,,,,,,FreshFoods,-118.2748392,34.05798303,Beverages,16.0,20/01/2025,09/08/2026,yes,,,,,,
,,Pepsi,Juices,12.11,,,,,,,FreshFoods,-118.1939618,34.00234957,Beverages,23.0,04/04/2024,15/02/2025,no,,,,,,
,,Cherkizovo,Hot Dogs,22.99,,,,,,,SuperValue,-87.58191517,41.89610494,Meat Products,70.0,08/04/2024,19/04/2024,yes,,,,,,
,,Lipton,Juices,7.64,,,,,,,FoodWorld,37.62267267,55.80299493,Beverages,80.0,27/03/2024,28/12/2024,yes,,,,,,
,,Perdue,Beef,17.34,,,,,,,FreshFoods,-118.2301335,34.03493978,Meat Products,36.0,16/08/2024,24/08/2024,yes,,,,,,
,,Nestl̩ Pure Life,Tea,12.39,,,,,,,GoldenCart,-0.147395455,51.46366671,Beverages,40.0,29/05/2024,15/12/2025,yes,,,,,,
,,Pepsi,Mineral Water,11.29,,,,,,,MarketMax,2.37736079,48.83123329,Beverages,73.0,12/01/2025,11/07/2026,yes,,,,,,
,,Makfa,Biscuits,6.96,,,,,,,NutriMart,-99.1475985,19.44597057,Bakery Products,88.0,29/10/2024,09/02/2025,yes,,,,,,
,,Yashkino,Bread,3.4,,,,,,,FreshFoods,-118.2892019,34.03206306,Bakery Products,1.0,18/06/2024,18/09/2024,no,,,,,,
,,Hormel,Smoked Meat,14.62,,,,,,,EcoGrocer,-95.34162046,29.79357435,Meat Products,33.0,25/12/2024,26/01/2025,yes,,,,,,
,,Pepsi,Carbonated Drinks,4.86,,,,,,,TastyBite,139.6003794,35.64906938,Beverages,9.0,26/07/2024,26/01/2026,no,,,,,,
,,Ferrero,Candies,4.61,,,,,,,FreshFoods,-118.2454798,34.03957914,Sweets,46.0,05/05/2024,30/09/2024,no,,,,,,
,,Oscar Mayer,Beef,5.28,,,,,,,FoodWorld,37.61395567,55.75839831,Meat Products,18.0,23/03/2024,17/04/2024,yes,,,,,,
,,Coca-Cola,Coffee,12.26,,,,,,,EcoGrocer,-95.35473685,29.75448123,Beverages,25.0,14/04/2024,05/04/2026,yes,,,,,,
,,Pepsi,Mineral Water,5.54,,,,,,,MegaMarket,-73.98632897,40.67279053,Beverages,40.0,02/07/2024,25/03/2025,no,,,,,,
,,Pepsi,Mineral Water,8.68,,,,,,,PrimePick,-112.0758619,33.421284,Beverages,2.0,22/11/2024,08/08/2025,yes,,,,,,
,,Perdue,Poultry,14.08,,,,,,,NutriMart,-99.12011382,19.4497388,Meat Products,17.0,04/09/2024,29/10/2024,yes,,,,,,
,,Nescaf̩,Carbonated Drinks,14.19,,,,,,,TastyBite,139.60053,35.69136978,Beverages,32.0,24/04/2024,06/11/2025,yes,,,,,,
,,Makfa,Wheat Flour,7.12,,,,,,,EcoGrocer,-95.41647596,29.71162374,Bakery Products,24.0,01/12/2024,28/03/2025,no,,,,,,
,,Oscar Mayer,Lamb,10.79,,,,,,,GoldenCart,-0.175913311,51.54839536,Meat Products,37.0,06/05/2024,19/05/2024,yes,,,,,,
,,Tyson,Poultry,7.83,,,,,,,MarketMax,2.305866818,48.84748577,Meat Products,41.0,14/01/2025,26/02/2025,yes,,,,,,
,,Ferrero,Candies,2.37,,,,,,,MarketMax,2.327184877,48.84904149,Sweets,18.0,27/05/2024,14/01/2025,no,,,,,,
,,Makfa,Wheat Flour,5.59,,,,,,,EcoGrocer,-95.36108938,29.7973061,Bakery Products,48.0,28/09/2024,09/11/2024,yes,,,,,,
,,Danone,Kefir,3.79,,,,,,,NutriMart,-99.09816636,19.45835083,Dairy Products,69.0,23/08/2024,02/10/2024,yes,,,,,,
,,Nestl̩,Chocolate,9.33,,,,,,,EcoGrocer,-95.38343828,29.77457423,Sweets,28.0,08/06/2024,08/01/2025,yes,,,,,,
,,Ozon,Pasta,6.41,,,,,,,MarketMax,2.335525657,48.87452749,Bakery Products,65.0,09/10/2024,31/12/2024,yes,,,,,,
,,Cherkizovo,Hot Dogs,10.35,,,,,,,FoodWorld,37.56779765,55.74861968,Meat Products,56.0,24/10/2024,12/11/2024,no,,,,,,
,,Lipton,Carbonated Drinks,3.48,,,,,,,NutriMart,-99.15844828,19.47767556,Beverages,36.0,06/01/2025,09/07/2026,yes,,,,,,
,,Parmalat,Cream,4.97,,,,,,,EcoGrocer,-95.33631608,29.74602114,Dairy Products,23.0,01/10/2024,05/12/2024,yes,,,,,,
,,Pepsi,Juices,1.85,,,,,,,FreshFoods,-118.2172969,34.02895111,Beverages,32.0,09/02/2025,13/01/2027,no,,,,,,
,,Oscar Mayer,Lamb,12.42,,,,,,,MarketMax,2.328860104,48.83661463,Meat Products,52.0,10/01/2025,02/03/2025,yes,,,,,,
,,Lipton,Juices,3.92,,,,,,,FoodWorld,37.66219722,55.78354547,Beverages,86.0,16/07/2024,24/12/2025,yes,,,,,,
,,Roshen,Cakes,4.9,,,,,,,MarketMax,2.365579037,48.81932818,Sweets,96.0,24/07/2024,08/01/2025,no,,,,,,
,,Tyson,Poultry,17.82,,,,,,,MarketMax,2.361439022,48.85598541,Meat Products,61.0,29/04/2024,16/05/2024,no,,,,,,
,,Ferrero,Cakes,6.11,,,,,,,MarketMax,2.376694666,48.90169021,Sweets,35.0,05/07/2024,26/02/2025,yes,,,,,,
,,Coca-Cola,Tea,5.14,,,,,,,MarketMax,2.359975115,48.8312351,Beverages,94.0,19/12/2024,14/11/2025,yes,,,,,,
,,Mars,Ice Cream,8.74,,,,,,,EcoGrocer,-95.34459492,29.77199111,Sweets,13.0,16/09/2024,08/04/2025,yes,,,,,,
,,Pioner,Wheat Flour,4.48,,,,,,,FreshFoods,-118.2155388,34.04156514,Bakery Products,4.0,22/07/2024,03/08/2024,yes,,,,,,
,,Barilla,Wheat Flour,3.97,,,,,,,SuperValue,-87.63264696,41.86605396,Bakery Products,36.0,18/12/2024,31/05/2025,yes,,,,,,
,,Pioner,Buns,1.82,,,,,,,TastyBite,139.6022099,35.7165836,Bakery Products,36.0,06/01/2025,07/03/2025,no,,,,,,
,,Perdue,Sausage,10.56,,,,,,,PrimePick,-112.1043541,33.43822319,Meat Products,24.0,31/08/2024,18/10/2024,yes,,,,,,
,,Nestl̩ Pure Life,Juices,13.84,,,,,,,NutriMart,-99.11991653,19.4817495,Beverages,97.0,12/10/2024,06/11/2025,yes,,,,,,
,,Roshen,Jam,5.95,,,,,,,FreshFoods,-118.2188949,34.04820095,Sweets,39.0,24/03/2024,10/10/2024,yes,,,,,,
,,Danone,Cream,6.54,,,,,,,TastyBite,139.6082924,35.71084806,Dairy Products,53.0,01/10/2024,21/11/2024,yes,,,,,,
,,Nescaf̩,Carbonated Drinks,9.4,,,,,,,MarketMax,2.369423493,48.85174978,Beverages,28.0,03/09/2024,13/10/2025,yes,,,,,,
,,Mars,Chocolate,9.31,,,,,,,MarketMax,2.337190435,48.81734362,Sweets,52.0,23/07/2024,09/03/2025,yes,,,,,,
,,Oscar Mayer,Sausage,14.64,,,,,,,FreshFoods,-118.2705376,34.02166874,Meat Products,86.0,19/10/2024,18/12/2024,no,,,,,,
,,Amul,Cottage Cheese,7.83,,,,,,,PrimePick,-112.1139609,33.45174791,Dairy Products,89.0,01/08/2024,26/08/2024,no,,,,,,
,,Parmalat,Cottage Cheese,2.08,,,,,,,MarketMax,2.323851012,48.85596238,Dairy Products,12.0,11/05/2024,15/07/2024,yes,,,,,,
,,Nestl̩,Butter,3.2,,,,,,,NutriMart,-99.1748962,19.44889168,Dairy Products,40.0,09/06/2024,27/06/2024,yes,,,,,,
,,Nescaf̩,Mineral Water,4.45,,,,,,,MarketMax,2.394782961,48.89192158,Beverages,96.0,25/04/2024,01/12/2024,yes,,,,,,
,,Hormel,Hot Dogs,9.19,,,,,,,EcoGrocer,-95.33026813,29.7361817,Meat Products,34.0,06/06/2024,16/06/2024,yes,,,,,,
,,President,Butter,9.37,,,,,,,MarketMax,2.350005536,48.81273834,Dairy Products,76.0,09/05/2024,18/06/2024,yes,,,,,,
,,President,Milk,6.66,,,,,,,FreshFoods,-118.2456448,34.03459255,Dairy Products,27.0,27/05/2024,22/06/2024,yes,,,,,,
,,Coca-Cola,Carbonated Drinks,5.05,,,,,,,MegaMarket,-74.02565449,40.76243588,Beverages,67.0,28/12/2024,24/09/2025,yes,,,,,,
,,Oscar Mayer,Sausage,23.59,,,,,,,TastyBite,139.6635001,35.67213766,Meat Products,90.0,26/04/2024,21/06/2024,yes,,,,,,
,,Lipton,Juices,4.34,,,,,,,MarketMax,2.353207641,48.85424369,Beverages,55.0,23/06/2024,03/03/2025,no,,,,,,
,,Cherkizovo,Beef,20.65,,,,,,,FreshFoods,-118.2299848,34.00595092,Meat Products,85.0,29/09/2024,13/10/2024,no,,,,,,
,,Hormel,Beef,23.4,,,,,,,SuperValue,-87.66462482,41.85305036,Meat Products,10.0,18/07/2024,30/07/2024,yes,,,,,,
,,Pioner,Wheat Flour,6.7,,,,,,,MegaMarket,-73.98965406,40.70389646,Bakery Products,53.0,24/12/2024,05/03/2025,yes,,,,,,
,,Tyson,Beef,10.66,,,,,,,GoldenCart,-0.112201195,51.47495004,Meat Products,18.0,06/02/2025,08/03/2025,no,,,,,,
,,Roshen,Jam,7.26,,,,,,,FreshFoods,-118.2470455,34.09562372,Sweets,79.0,07/08/2024,29/07/2025,no,,,,,,
,,Roshen,Candies,3.06,,,,,,,MarketMax,2.330432654,48.84564267,Sweets,8.0,03/04/2024,07/01/2025,no,,,,,,
,,Pepsi,Juices,13.41,,,,,,,GoldenCart,-0.14301319,51.50066859,Beverages,47.0,02/12/2024,30/03/2026,no,,,,,,
,,Pepsi,Tea,6.67,,,,,,,SuperValue,-87.6073589,41.87292548,Beverages,52.0,26/05/2024,27/11/2025,yes,,,,,,
,,Nestl̩,Kefir,8.71,,,,,,,MarketMax,2.349841094,48.89399647,Dairy Products,84.0,06/08/2024,03/09/2024,yes,,,,,,
,,Pepsi,Juices,11.89,,,,,,,MarketMax,2.397772086,48.8575244,Beverages,6.0,06/12/2024,02/09/2026,yes,,,,,,
,,Lipton,Coffee,14.84,,,,,,,MegaMarket,-73.99218285,40.66314304,Beverages,77.0,18/04/2024,20/07/2025,no,,,,,,
,,President,Cheese,7.76,,,,,,,FreshFoods,-118.2400701,34.05078615,Dairy Products,22.0,25/06/2024,11/09/2024,yes,,,,,,
,,Makfa,Pasta,1.09,,,,,,,SuperValue,-87.66551748,41.8421007,Bakery Products,72.0,06/06/2024,24/08/2024,yes,,,,,,
,,Cherkizovo,Hot Dogs,5.03,,,,,,,GoldenCart,-0.125199116,51.54403282,Meat Products,77.0,18/08/2024,27/08/2024,yes,,,,,,
,,Danone,Kefir,4.78,,,,,,,TastyBite,139.660834,35.65299766,Dairy Products,14.0,17/05/2024,01/07/2024,yes,,,,,,
,,Pepsi,Carbonated Drinks,9.29,,,,,,,GoldenCart,-0.081081791,51.47682399,Beverages,99.0,11/02/2025,04/02/2027,no,,,,,,
,,Campina,Cream,6.45,,,,,,,MegaMarket,-74.01233193,40.74195457,Dairy Products,86.0,19/09/2024,04/12/2024,yes,,,,,,
,,Mars,Chocolate,8.22,,,,,,,FoodWorld,37.57022107,55.75821909,Sweets,4.0,19/08/2024,08/01/2025,no,,,,,,
,,Oscar Mayer,Hot Dogs,10.25,,,,,,,GoldenCart,-0.17007987,51.48165848,Meat Products,98.0,06/05/2024,23/06/2024,yes,,,,,,
,,Yashkino,Wheat Flour,4.57,,,,,,,MarketMax,2.330983704,48.88658674,Bakery Products,23.0,01/05/2024,19/10/2024,yes,,,,,,
,,Perdue,Hot Dogs,24.91,,,,,,,NutriMart,-99.14464741,19.40492727,Meat Products,83.0,31/03/2024,20/05/2024,yes,,,,,,
,,Danone,Butter,4.0,,,,,,,NutriMart,-99.11643656,19.45991089,Dairy Products,85.0,30/01/2025,10/04/2025,no,,,,,,
,,Mars,Cakes,11.58,,,,,,,EcoGrocer,-95.37955025,29.79260193,Sweets,43.0,26/12/2024,07/09/2025,no,,,,,,
,,Amul,Butter,9.16,,,,,,,GoldenCart,-0.147193894,51.51663565,Dairy Products,36.0,22/06/2024,17/09/2024,yes,,,,,,
,,Campina,Kefir,6.86,,,,,,,MarketMax,2.345192542,48.86687428,Dairy Products,46.0,05/06/2024,24/08/2024,yes,,,,,,
,,Nestl̩ Pure Life,Tea,7.33,,,,,,,MegaMarket,-73.98321123,40.70052622,Beverages,59.0,20/07/2024,12/09/2025,yes,,,,,,
,,Oscar Mayer,Sausage,13.37,,,,,,,FoodWorld,37.57559944,55.79516799,Meat Products,54.0,05/05/2024,26/05/2024,yes,,,,,,
,,Ozon,Pasta,2.96,,,,,,,PrimePick,-112.0688163,33.45717459,Bakery Products,82.0,29/03/2024,14/08/2024,yes,,,,,,
,,Nestl̩,Cakes,9.74,,,,,,,MarketMax,2.318272902,48.86819652,Sweets,35.0,20/08/2024,11/07/2025,yes,,,,,,
,,Amul,Kefir,7.95,,,,,,,SuperValue,-87.59215606,41.86041086,Dairy Products,87.0,21/06/2024,04/08/2024,no,,,,,,
