store_name,location_long,location_lat,product_group,product_brand,product_name,sales_volume,date_of_manufacture,date_of_expiry,product_price,status
EcoGrocer,69.21944746028785,41.31677878926915,Dairy Products,Parmalat,Cheese,84,2024-06-19,2024-08-26,3.21,yes
FoodWorld,69.28863337893505,41.30141334275554,Beverages,Pepsi,Carbonated Drinks,51,2024-12-08,2025-09-22,7.51,yes
FreshFoods,69.2458536905349,41.35352968585635,Dairy Products,Danone,Kefir,17,2025-01-07,2025-03-26,5.07,yes
FoodWorld,69.35136066225171,41.21867232993396,Beverages,Coca-Cola,Juices,55,2024-07-29,2025-05-23,9.45,no
FoodWorld,69.24429606848273,41.372861384695945,Meat Products,Cherkizovo,Poultry,15,2024-06-18,2024-07-22,15.63,yes
FreshFoods,69.35544553787675,41.38093958021851,Sweets,Milka,Candies,66,2025-01-27,2025-12-15,6.35,yes
MegaMarket,69.25947309121946,41.24744417271802,Meat Products,Tyson,Hot Dogs,88,2024-09-24,2024-10-17,13.51,yes
MegaMarket,69.11659772568373,41.278076849331626,Meat Products,Perdue,Beef,58,2024-09-01,2024-09-27,17.72,yes
GoldenCart,69.22029664798791,41.26552261367498,Beverages,Pepsi,Carbonated Drinks,11,2024-12-17,2025-09-19,2.76,yes
FoodWorld,69.15801355317006,41.21597015346473,Beverages,Nescafé,Carbonated Drinks,94,2024-12-12,2026-09-22,1.57,yes
MegaMarket,69.25980922950653,41.32420114726923,Dairy Products,President,Cottage Cheese,93,2024-04-28,2024-06-24,9.42,no
MarketMax,69.34560704971028,41.35335630003215,Meat Products,Tyson,Sausage,15,2024-06-25,2024-08-07,10.22,yes
TastyBite,69.37989146555871,41.33948815107947,Dairy Products,Parmalat,Cottage Cheese,61,2024-07-07,2024-09-14,4.2,yes
SuperValue,69.12508280799216,41.342958194021456,Sweets,Nestlé,Candies,87,2024-08-11,2025-03-28,2.05,yes
MarketMax,69.2744979560808,41.25299003450972,Beverages,Nescafé,Juices,13,2024-07-10,2025-08-24,1.25,yes
FreshFoods,69.38106757420111,41.225390158927354,Sweets,Nestlé,Halva,54,2025-02-07,2025-10-23,7.41,yes
TastyBite,69.35663291125408,41.21425144692248,Meat Products,Perdue,Lamb,60,2024-11-29,2024-12-19,15.64,yes
MarketMax,69.21162085728366,41.25144072249181,Sweets,Mars,Jam,63,2024-12-31,2025-09-23,2.83,no
TastyBite,69.38793362259342,41.333252835831736,Meat Products,Perdue,Smoked Meat,60,2024-04-03,2024-04-19,17.5,yes
GoldenCart,69.28851076609256,41.31342306915271,Dairy Products,Parmalat,Cottage Cheese,96,2024-11-25,2025-01-08,5.0,yes
MarketMax,69.21759455275225,41.358264571250515,Dairy Products,President,Yogurt,28,2024-05-14,2024-08-09,4.31,no
MarketMax,69.36183189322283,41.21130923344383,Bakery Products,Pioner,Noodles,36,2024-08-29,2024-12-06,5.41,yes
GoldenCart,69.25368149481365,41.20580760874511,Bakery Products,Pioner,Biscuits,97,2024-11-11,2025-01-30,6.78,yes
SuperValue,69.21299270393213,41.22836122674282,Meat Products,Perdue,Smoked Meat,23,2024-05-08,2024-06-08,16.6,yes
MarketMax,69.10450445429524,41.266704011382735,Sweets,Ferrero,Candies,79,2025-01-30,2026-01-12,11.99,yes
MarketMax,69.21141616465178,41.32567893357185,Bakery Products,Makfa,Noodles,81,2024-11-15,2024-12-15,7.66,yes
NutriMart,69.26663682426779,41.2068812509229,Sweets,Roshen,Candies,21,2024-11-08,2025-08-13,9.23,yes
FoodWorld,69.1444437287754,41.298812228293045,Meat Products,Oscar Mayer,Poultry,9,2024-04-03,2024-04-23,16.55,yes
NutriMart,69.34977393075945,41.32509951178329,Bakery Products,Pioner,Noodles,83,2024-05-14,2024-10-22,6.87,no
SuperValue,69.17311280103056,41.3804131835111,Dairy Products,Nestlé,Cream,5,2024-10-13,2025-01-01,9.96,no
FreshFoods,69.18475037931883,41.38425546103813,Sweets,Mars,Jam,100,2025-01-23,2026-01-21,9.15,yes
MegaMarket,69.39919529195924,41.202304175096,Dairy Products,Parmalat,Cheese,92,2024-12-05,2025-02-13,5.43,yes
SuperValue,69.31704336752328,41.29816213637726,Sweets,Mars,Jam,22,2024-09-22,2025-07-20,8.57,yes
EcoGrocer,69.22903959291145,41.233293393783676,Dairy Products,Parmalat,Cream,89,2024-04-25,2024-07-06,9.19,yes
EcoGrocer,69.22032957074646,41.332740293516906,Beverages,Nestlé Pure Life,Tea,90,2024-07-29,2025-11-02,9.32,no
SuperValue,69.33607155316172,41.364923212408534,Meat Products,Cherkizovo,Poultry,92,2024-08-15,2024-09-10,23.9,yes
PrimePick,69.2427783947224,41.23441732016435,Meat Products,Oscar Mayer,Smoked Meat,89,2024-05-23,2024-06-08,17.15,no
PrimePick,69.26944972071949,41.235080117011954,Bakery Products,Yashkino,Bread,19,2025-01-12,2025-01-22,2.82,no
TastyBite,69.13853865099045,41.21110036748047,Bakery Products,Ozon,Buns,20,2025-01-13,2025-05-28,3.2,yes
FoodWorld,69.25635743549655,41.296485130923514,Beverages,Pepsi,Tea,49,2024-03-26,2024-11-27,5.79,yes
EcoGrocer,69.28232569599797,41.32742943134871,Dairy Products,Campina,Yogurt,46,2024-11-29,2025-02-09,6.56,yes
MegaMarket,69.18549129854638,41.340055470408416,Sweets,Ferrero,Jam,26,2024-09-21,2025-01-05,5.98,yes
GoldenCart,69.30643133628763,41.26680021504574,Sweets,Roshen,Chocolate,8,2024-11-02,2025-10-25,4.48,yes
SuperValue,69.24991630274884,41.252549938718204,Bakery Products,Makfa,Buns,92,2024-11-07,2024-12-29,1.28,yes
TastyBite,69.10515270140085,41.38493867493694,Dairy Products,Danone,Cottage Cheese,39,2024-04-19,2024-05-29,3.82,yes
NutriMart,69.16627338167,41.31681702325924,Dairy Products,Parmalat,Butter,82,2024-04-25,2024-06-03,5.83,yes
FoodWorld,69.13663861077184,41.35300223877681,Bakery Products,Yashkino,Biscuits,39,2025-01-04,2025-01-13,5.07,no
FreshFoods,69.12202134652182,41.36405297915751,Bakery Products,Yashkino,Buns,79,2024-11-07,2024-11-14,2.76,yes
PrimePick,69.33147210413915,41.30685455744151,Sweets,Nestlé,Halva,37,2025-02-12,2025-10-13,4.64,yes
GoldenCart,69.13671204969852,41.24840714842121,Meat Products,Perdue,Beef,97,2024-06-20,2024-07-28,5.13,no
TastyBite,69.3217080855467,41.34695205901531,Dairy Products,President,Cream,39,2024-05-06,2024-07-15,4.74,yes
SuperValue,69.25247742102509,41.26890300228862,Bakery Products,Makfa,Bread,65,2024-08-22,2024-11-18,6.36,yes
PrimePick,69.19912741411838,41.202785794461875,Bakery Products,Ozon,Pasta,25,2024-10-07,2024-11-26,6.97,yes
SuperValue,69.2078011628098,41.2887070516799,Beverages,Nescafé,Tea,100,2024-08-03,2025-09-21,14.06,yes
PrimePick,69.28558174925188,41.23696438879323,Meat Products,Hormel,Sausage,40,2024-10-22,2024-12-04,12.87,yes
MarketMax,69.31171693180862,41.396844789825956,Bakery Products,Pioner,Bread,3,2024-06-30,2024-08-29,5.63,yes
GoldenCart,69.23643417233511,41.27313371804086,Beverages,Nestlé Pure Life,Coffee,72,2024-06-29,2025-08-03,9.65,yes
PrimePick,69.28823311858541,41.38338620408682,Meat Products,Perdue,Smoked Meat,76,2024-11-14,2024-11-23,20.62,yes
FoodWorld,69.1617368369164,41.31779292667956,Sweets,Nestlé,Chocolate,13,2024-04-16,2025-01-06,4.76,yes
PrimePick,69.27049699664045,41.375693652429234,Dairy Products,Parmalat,Butter,94,2024-10-16,2024-11-18,8.99,yes
NutriMart,69.1954541953505,41.232090097167664,Bakery Products,Ozon,Noodles,70,2024-07-30,2024-12-26,4.72,yes
MegaMarket,69.32626687951807,41.287587084167455,Meat Products,Hormel,Sausage,96,2024-07-06,2024-07-24,11.43,yes
GoldenCart,69.39993772527617,41.25966494828976,Meat Products,Hormel,Hot Dogs,96,2024-03-30,2024-04-14,7.38,yes
MarketMax,69.16224345815391,41.20688540047391,Sweets,Mars,Halva,48,2024-03-27,2025-02-03,11.96,no
GoldenCart,69.16801537960036,41.306853959270796,Sweets,Milka,Jam,9,2024-04-26,2024-09-10,11.74,no
TastyBite,69.11836963916753,41.25406321828027,Dairy Products,Amul,Cheese,79,2025-02-14,2025-03-24,8.02,no
MarketMax,69.30048780629964,41.36406593133762,Bakery Products,Ozon,Wheat Flour,24,2025-02-13,2025-07-17,3.38,yes
MarketMax,69.2565832219018,41.360487629047256,Meat Products,Tyson,Hot Dogs,50,2024-03-28,2024-04-04,9.5,yes
PrimePick,69.29817034931624,41.290508007673424,Meat Products,Cherkizovo,Sausage,84,2024-06-29,2024-08-24,21.43,no
NutriMart,69.27455971214222,41.20824068378156,Bakery Products,Ozon,Pasta,13,2024-04-01,2024-08-22,5.21,no
SuperValue,69.3901933447809,41.39463485612987,Meat Products,Hormel,Lamb,85,2024-07-03,2024-07-22,11.06,yes
PrimePick,69.14637941092589,41.30500857960799,Meat Products,Tyson,Lamb,57,2024-05-21,2024-07-20,23.96,yes
EcoGrocer,69.1921670385226,41.2245481584525,Beverages,Pepsi,Carbonated Drinks,99,2024-09-29,2025-08-02,2.3,yes
NutriMart,69.28250494974704,41.34749608321754,Bakery Products,Barilla,Biscuits,95,2025-01-22,2025-04-30,6.25,yes
EcoGrocer,69.10419865235302,41.296980224575684,Sweets,Milka,Ice Cream,33,2024-12-04,2025-04-30,11.45,yes
MarketMax,69.24309089903684,41.22811361203565,Dairy Products,Parmalat,Kefir,40,2024-04-21,2024-06-29,9.57,yes
EcoGrocer,69.20822142818695,41.266995448562014,Beverages,Lipton,Mineral Water,36,2025-02-13,2026-07-09,1.64,no
SuperValue,69.2904134229716,41.31826798241057,Bakery Products,Makfa,Buns,61,2024-04-07,2024-04-29,5.17,yes
PrimePick,69.11360420681093,41.22233084541598,Bakery Products,Pioner,Pasta,23,2024-12-09,2025-01-23,6.19,no
SuperValue,69.3502149312643,41.39469960303039,Bakery Products,Barilla,Biscuits,27,2024-08-22,2024-12-10,5.38,no
PrimePick,69.30355233688962,41.31347859608711,Dairy Products,Parmalat,Milk,61,2024-04-05,2024-05-07,9.31,yes
MarketMax,69.10751410106653,41.29351170610247,Bakery Products,Makfa,Wheat Flour,2,2024-09-13,2024-11-16,1.64,no
FreshFoods,69.28790667798567,41.38368910169676,Beverages,Nescafé,Tea,18,2025-01-21,2025-07-20,5.36,yes
PrimePick,69.37291230783546,41.334577603203535,Meat Products,Cherkizovo,Smoked Meat,92,2024-05-07,2024-06-13,14.86,no
NutriMart,69.38732826337964,41.28370027246203,Bakery Products,Makfa,Pasta,85,2024-04-30,2024-05-31,6.02,yes
NutriMart,69.32723098034865,41.38296038542055,Bakery Products,Ozon,Bread,91,2024-11-10,2025-05-07,5.14,yes
PrimePick,69.38192025610375,41.21720260741472,Beverages,Nestlé Pure Life,Carbonated Drinks,75,2024-04-05,2025-10-31,9.85,no
SuperValue,69.19196490227368,41.28439421244065,Bakery Products,Makfa,Biscuits,42,2024-03-24,2024-08-24,4.37,no
EcoGrocer,69.23252374863347,41.35114687262527,Sweets,Nestlé,Ice Cream,28,2024-11-06,2025-06-18,7.46,yes
PrimePick,69.16274823752842,41.2316231164853,Meat Products,Hormel,Lamb,33,2024-09-09,2024-11-06,22.44,no
FoodWorld,69.15919280263955,41.23889454648736,Meat Products,Cherkizovo,Poultry,9,2024-09-22,2024-10-26,17.85,no
SuperValue,69.32335548200905,41.37897152908804,Dairy Products,Nestlé,Cottage Cheese,92,2024-08-17,2024-09-16,8.99,yes
MarketMax,69.21389495678831,41.386355446605904,Sweets,Ferrero,Ice Cream,66,2024-06-26,2024-12-05,10.4,yes
MegaMarket,69.38833462145608,41.2795088997219,Sweets,Roshen,Candies,73,2024-12-15,2025-12-08,2.47,yes
TastyBite,69.1350261184446,41.35851854315684,Sweets,Ferrero,Cakes,21,2024-05-09,2024-10-30,8.35,no
EcoGrocer,69.1536414771554,41.309703249048454,Bakery Products,Yashkino,Noodles,55,2024-06-30,2024-09-16,1.34,no
MarketMax,69.37010887111512,41.20991387532282,Beverages,Lipton,Tea,42,2024-05-27,2025-09-26,1.0,yes
TastyBite,69.30058111779911,41.34306317125848,Sweets,Roshen,Chocolate,8,2024-10-15,2025-03-25,3.44,no
EcoGrocer,69.33185411358798,41.37243823666498,Beverages,Lipton,Coffee,25,2024-07-24,2026-01-13,1.99,no
PrimePick,69.35420074175528,41.32529410025226,Sweets,Ferrero,Candies,57,2024-05-30,2025-01-16,9.61,yes
FreshFoods,69.1523664538229,41.316320900712604,Sweets,Nestlé,Candies,85,2024-10-29,2025-06-28,10.22,yes
NutriMart,69.13237015751605,41.307617544728956,Meat Products,Hormel,Beef,49,2024-07-27,2024-08-10,17.54,yes
SuperValue,69.1076078078688,41.3944462153103,Beverages,Nestlé Pure Life,Carbonated Drinks,67,2024-05-10,2025-02-04,14.97,yes
NutriMart,69.12017985985469,41.34840708249095,Beverages,Lipton,Tea,8,2025-02-08,2025-11-22,13.11,yes
PrimePick,69.27597438995494,41.242970040358905,Meat Products,Perdue,Smoked Meat,33,2024-09-17,2024-09-29,5.26,no
FoodWorld,69.13627338904236,41.36954700797066,Sweets,Nestlé,Jam,35,2024-05-11,2025-04-15,7.61,no
MarketMax,69.39259332469928,41.32828221192106,Beverages,Coca-Cola,Coffee,14,2025-01-15,2025-10-22,9.06,yes
EcoGrocer,69.3531110359893,41.329574822419175,Sweets,Nestlé,Ice Cream,92,2024-04-08,2024-12-31,8.47,yes
FoodWorld,69.33348786275464,41.394554938271796,Beverages,Lipton,Mineral Water,28,2025-01-03,2026-01-03,1.34,no
FreshFoods,69.18736702717939,41.379901755675085,Dairy Products,Campina,Cheese,33,2024-09-18,2024-11-15,4.82,no
PrimePick,69.166854258585,41.27363113363079,Beverages,Nestlé Pure Life,Carbonated Drinks,27,2024-12-29,2026-05-22,11.37,no
SuperValue,69.20300423137745,41.29428059370277,Meat Products,Hormel,Hot Dogs,69,2024-07-13,2024-08-09,21.57,yes
FreshFoods,69.23616135523169,41.287554687364974,Beverages,Pepsi,Tea,26,2024-08-01,2026-06-09,5.91,no
GoldenCart,69.34977806993685,41.31920962694542,Meat Products,Tyson,Beef,25,2025-01-10,2025-02-05,23.18,no
TastyBite,69.22124026432583,41.25073526653385,Bakery Products,Pioner,Noodles,90,2024-04-26,2024-06-22,1.65,no
MarketMax,69.34394893634865,41.226177977863344,Meat Products,Cherkizovo,Poultry,51,2024-05-26,2024-06-26,7.07,no
PrimePick,69.33826216384816,41.309779005227874,Meat Products,Oscar Mayer,Sausage,6,2024-07-22,2024-09-02,8.1,no
MegaMarket,69.12352902527431,41.27425284120115,Bakery Products,Makfa,Pasta,57,2025-02-13,2025-04-16,2.02,yes
MegaMarket,69.3114002302568,41.31062372474985,Beverages,Lipton,Coffee,71,2025-01-03,2026-01-14,6.77,no
NutriMart,69.21743114606302,41.31209522530566,Beverages,Nestlé Pure Life,Juices,34,2024-10-25,2026-05-07,6.1,no
EcoGrocer,69.37227213891472,41.24111192698713,Bakery Products,Ozon,Buns,32,2024-12-19,2025-05-23,1.9,no
TastyBite,69.38069373937554,41.32267689125123,Dairy Products,Amul,Yogurt,93,2024-09-13,2024-12-06,8.57,yes
PrimePick,69.28553421504888,41.27376436557229,Sweets,Nestlé,Ice Cream,76,2024-10-28,2025-02-28,11.53,yes
TastyBite,69.25916228887351,41.20468789419442,Meat Products,Perdue,Smoked Meat,19,2024-04-20,2024-06-09,12.09,no
PrimePick,69.2381450052218,41.37727296109455,Dairy Products,Campina,Cottage Cheese,63,2024-10-25,2024-11-25,9.89,yes
FoodWorld,69.31655933680557,41.220001573029215,Meat Products,Hormel,Lamb,73,2024-12-04,2025-01-06,7.88,yes
NutriMart,69.39531592716763,41.258904490656825,Sweets,Mars,Jam,97,2024-09-18,2025-02-16,9.75,yes
FreshFoods,69.31895416878464,41.35467116695957,Bakery Products,Makfa,Noodles,100,2024-06-18,2024-08-10,1.21,no
FreshFoods,69.24088636355773,41.204633990205686,Beverages,Nescafé,Tea,53,2024-09-30,2026-07-27,2.94,yes
FreshFoods,69.24173428047962,41.29389315718799,Beverages,Nestlé Pure Life,Tea,12,2024-06-21,2025-09-10,6.62,yes
FreshFoods,69.19802571638034,41.23885514947706,Sweets,Milka,Chocolate,78,2024-04-19,2024-08-17,8.83,yes
MegaMarket,69.30231029204994,41.33372005911359,Dairy Products,Parmalat,Cheese,40,2024-04-02,2024-06-27,6.51,no
SuperValue,69.28119622460522,41.31984787117073,Bakery Products,Yashkino,Pasta,45,2024-05-07,2024-06-22,5.2,yes
FoodWorld,69.2823321690752,41.25073294489221,Bakery Products,Yashkino,Pasta,57,2024-04-03,2024-09-16,1.27,yes
FreshFoods,69.21326110875837,41.20632285120537,Meat Products,Tyson,Poultry,88,2024-06-19,2024-08-02,15.37,no
FoodWorld,69.11569557475055,41.303679670309656,Sweets,Milka,Ice Cream,85,2024-12-24,2025-10-09,9.84,no
TastyBite,69.37427758401391,41.20856399455337,Bakery Products,Makfa,Biscuits,25,2024-10-11,2024-10-28,3.51,no
FoodWorld,69.1516846799751,41.273165934425016,Sweets,Mars,Halva,12,2024-08-30,2025-08-24,7.63,no
TastyBite,69.13345947554573,41.34023643755593,Bakery Products,Ozon,Bread,18,2024-11-03,2024-12-30,3.05,yes
MarketMax,69.3879581972299,41.25153384978974,Dairy Products,President,Milk,42,2024-12-31,2025-03-16,6.88,yes
PrimePick,69.22453782439109,41.31590782005828,Sweets,Mars,Candies,12,2024-08-23,2025-02-17,8.41,no
TastyBite,69.38637557190847,41.30658335408721,Beverages,Pepsi,Juices,69,2024-04-14,2025-12-29,11.34,yes
SuperValue,69.16341839261241,41.28513749180279,Dairy Products,Danone,Milk,59,2024-06-22,2024-08-03,7.7,yes
EcoGrocer,69.16735230742766,41.34223730502388,Sweets,Mars,Chocolate,49,2024-07-02,2024-11-28,11.24,yes
EcoGrocer,69.1098784789982,41.20201865645279,Meat Products,Oscar Mayer,Sausage,30,2024-09-25,2024-11-24,13.04,yes
NutriMart,69.13061009850409,41.34823122127343,Beverages,Nescafé,Juices,27,2025-02-16,2026-05-21,6.73,yes
MarketMax,69.1282750385223,41.39367516860771,Bakery Products,Pioner,Bread,77,2024-03-24,2024-09-07,5.85,yes
FoodWorld,69.10229128166581,41.327914528837,Dairy Products,Campina,Milk,15,2024-06-08,2024-08-23,2.53,yes
SuperValue,69.38775950069173,41.240382619843494,Beverages,Nestlé Pure Life,Coffee,37,2024-08-11,2025-11-01,2.52,yes
EcoGrocer,69.22082689731549,41.31755942805717,Beverages,Pepsi,Carbonated Drinks,67,2024-04-06,2026-01-26,7.7,yes
MegaMarket,69.11622147581643,41.25971744588764,Dairy Products,Danone,Cheese,79,2024-09-24,2024-12-03,7.91,yes
MegaMarket,69.36393166559111,41.224443300404644,Bakery Products,Makfa,Buns,41,2024-04-10,2024-09-09,1.1,yes
PrimePick,69.25172096291092,41.30389860002747,Bakery Products,Barilla,Biscuits,49,2024-06-05,2024-08-25,4.54,yes
EcoGrocer,69.32972386326365,41.23336299019654,Dairy Products,President,Milk,32,2025-01-21,2025-04-12,4.3,yes
TastyBite,69.12964080870411,41.34825398788644,Dairy Products,President,Cottage Cheese,69,2024-03-27,2024-05-01,7.79,yes
MegaMarket,69.23276628130388,41.316980191968426,Bakery Products,Barilla,Biscuits,1,2025-01-01,2025-01-22,6.7,no
FreshFoods,69.33538906679404,41.341445762746325,Dairy Products,Amul,Cottage Cheese,10,2024-03-29,2024-06-11,9.5,yes
PrimePick,69.37307135051043,41.28776709584519,Bakery Products,Pioner,Noodles,33,2024-09-11,2025-02-27,4.18,no
SuperValue,69.17197580314004,41.36967222562521,Bakery Products,Makfa,Bread,82,2024-06-16,2024-09-30,7.99,no
GoldenCart,69.31175162883088,41.29673014401965,Meat Products,Oscar Mayer,Beef,59,2024-10-15,2024-12-06,22.6,no
MarketMax,69.2248040145611,41.38469476941153,Bakery Products,Pioner,Biscuits,54,2024-11-09,2025-03-11,4.11,yes
GoldenCart,69.25169893862612,41.24665839631179,Bakery Products,Yashkino,Pasta,32,2024-07-08,2024-09-01,4.98,no
NutriMart,69.21729817030446,41.23187254825293,Beverages,Nestlé Pure Life,Juices,28,2024-10-06,2025-08-26,7.58,yes
FoodWorld,69.39951871152662,41.239824099190635,Sweets,Nestlé,Chocolate,26,2024-07-08,2025-03-27,7.52,yes
MarketMax,69.22977238868013,41.36179160420996,Beverages,Coca-Cola,Carbonated Drinks,50,2025-01-03,2025-12-25,4.83,no
NutriMart,69.33473160704477,41.28452228846158,Sweets,Ferrero,Candies,53,2024-08-28,2025-07-23,4.46,no
FoodWorld,69.37494976793518,41.28495831999915,Sweets,Roshen,Jam,81,2024-04-06,2024-08-23,9.87,yes
MegaMarket,69.15032536245141,41.20713158493953,Meat Products,Tyson,Poultry,46,2024-06-30,2024-08-23,8.01,yes
FreshFoods,69.35378238028592,41.30024562569157,Sweets,Nestlé,Ice Cream,44,2024-06-16,2025-02-09,5.03,no
SuperValue,69.31748599679449,41.29467804999835,Beverages,Coca-Cola,Coffee,80,2024-10-14,2025-09-21,8.86,yes
PrimePick,69.21568390645575,41.23236291380372,Dairy Products,Campina,Yogurt,57,2024-05-07,2024-05-26,3.08,yes
MarketMax,69.1805843235992,41.34374060061282,Sweets,Milka,Ice Cream,75,2025-01-05,2025-07-07,6.47,yes
FoodWorld,69.37440585640377,41.250461734095154,Meat Products,Tyson,Poultry,9,2024-06-17,2024-07-02,17.48,yes
SuperValue,69.26710805914921,41.316137100058235,Bakery Products,Ozon,Bread,92,2024-04-30,2024-08-05,5.22,no
MegaMarket,69.17936082893375,41.38652180956161,Bakery Products,Ozon,Bread,25,2024-12-06,2025-02-22,7.87,no
MegaMarket,69.3631516640531,41.20577152477511,Dairy Products,Campina,Yogurt,90,2024-08-22,2024-10-08,5.59,yes
MegaMarket,69.1199184526074,41.21250132545401,Beverages,Coca-Cola,Juices,71,2024-04-04,2025-02-11,13.21,no
MegaMarket,69.22526469162092,41.204939749415736,Beverages,Pepsi,Tea,49,2024-10-03,2025-05-07,10.73,yes
MarketMax,69.2229703435225,41.203573852947144,Beverages,Lipton,Juices,17,2024-09-12,2025-12-03,8.73,yes
PrimePick,69.18473201196248,41.28992690717526,Dairy Products,Campina,Kefir,66,2024-05-16,2024-06-01,8.49,no
FreshFoods,69.10543362255999,41.286067916475574,Dairy Products,Danone,Cottage Cheese,31,2024-05-02,2024-05-25,2.08,yes
GoldenCart,69.37180576063322,41.31772788026634,Bakery Products,Yashkino,Buns,59,2025-02-05,2025-05-07,6.5,yes
FreshFoods,69.27930989937762,41.375867956584656,Dairy Products,Danone,Milk,92,2024-05-04,2024-05-18,5.46,yes
EcoGrocer,69.18988403364352,41.34422118089066,Meat Products,Cherkizovo,Lamb,61,2024-06-28,2024-08-19,24.76,yes
SuperValue,69.29144859820455,41.31970614709911,Sweets,Mars,Ice Cream,24,2024-12-03,2025-03-06,2.8,no
PrimePick,69.32276199204757,41.36332887781509,Bakery Products,Barilla,Buns,98,2024-04-26,2024-06-20,2.31,yes
EcoGrocer,69.200404754594,41.33501371817229,Sweets,Milka,Halva,53,2024-12-03,2025-07-27,4.18,yes
GoldenCart,69.39343538597035,41.36531652796138,Meat Products,Hormel,Lamb,9,2024-04-19,2024-04-30,14.88,no
MegaMarket,69.3963366851718,41.338165679326146,Dairy Products,Campina,Butter,92,2024-11-02,2024-11-17,9.82,yes
GoldenCart,69.35217876813729,41.20302299320021,Meat Products,Cherkizovo,Smoked Meat,9,2025-01-04,2025-01-27,19.54,yes
GoldenCart,69.15467283595684,41.394366940873205,Beverages,Nestlé Pure Life,Tea,41,2024-12-23,2026-01-01,4.19,yes
GoldenCart,69.28093676713802,41.351807320004745,Meat Products,Perdue,Sausage,60,2024-11-05,2024-11-21,7.84,no
MarketMax,69.18390922895348,41.379579886896664,Meat Products,Perdue,Smoked Meat,20,2024-10-09,2024-11-08,5.28,no
SuperValue,69.15640548146052,41.27136135432122,Bakery Products,Barilla,Wheat Flour,51,2024-11-15,2024-12-30,2.9,yes
FoodWorld,69.33326448226438,41.24136800988889,Sweets,Milka,Candies,25,2024-11-23,2025-11-03,6.33,no
SuperValue,69.34623925536665,41.30325288260236,Meat Products,Tyson,Beef,42,2024-11-18,2025-01-02,10.79,yes
FoodWorld,69.13104488167677,41.234940072760054,Dairy Products,Parmalat,Cream,21,2024-09-08,2024-10-31,7.47,yes
FreshFoods,69.24441701308511,41.24017554566567,Meat Products,Hormel,Smoked Meat,17,2024-09-24,2024-11-06,24.41,yes
FoodWorld,69.31897293878936,41.2863153940381,Meat Products,Oscar Mayer,Poultry,82,2024-11-17,2025-01-13,10.61,yes
GoldenCart,69.13866241930985,41.249543845292976,Meat Products,Cherkizovo,Lamb,91,2025-01-16,2025-03-03,9.74,no
FoodWorld,69.39186179868416,41.380196077316654,Meat Products,Cherkizovo,Beef,50,2024-06-02,2024-07-18,11.43,yes
FoodWorld,69.15865014688784,41.26078067722494,Meat Products,Tyson,Sausage,50,2024-06-25,2024-08-21,20.4,no
GoldenCart,69.10463504615241,41.33752743412789,Bakery Products,Makfa,Buns,1,2024-09-02,2024-12-09,6.77,yes
SuperValue,69.23410140267575,41.28446864914347,Beverages,Nestlé Pure Life,Coffee,69,2024-06-29,2025-07-06,14.41,yes
FreshFoods,69.11704454800785,41.35416768768976,Bakery Products,Yashkino,Noodles,37,2024-07-24,2024-11-04,3.96,no
MegaMarket,69.30406300308542,41.378445918701765,Meat Products,Tyson,Beef,84,2025-02-11,2025-04-07,13.43,yes
SuperValue,69.25713489625855,41.27935849833996,Bakery Products,Yashkino,Biscuits,98,2024-08-26,2024-09-29,7.56,yes
EcoGrocer,69.30261032059259,41.22672592313823,Bakery Products,Yashkino,Pasta,42,2024-03-27,2024-05-04,1.37,yes
FoodWorld,69.37944105489656,41.38233365242332,Beverages,Nescafé,Mineral Water,81,2024-10-27,2026-03-22,6.54,yes
MegaMarket,69.2016366865854,41.358955837771745,Sweets,Mars,Halva,8,2024-05-25,2025-05-04,2.64,yes
SuperValue,69.37150717764176,41.32445965154092,Bakery Products,Barilla,Bread,46,2024-09-08,2024-10-05,3.89,no
FoodWorld,69.30878373982084,41.387121912957404,Beverages,Lipton,Carbonated Drinks,71,2024-05-03,2025-05-30,7.28,yes
PrimePick,69.18608464491591,41.26608905414068,Sweets,Mars,Chocolate,83,2024-07-12,2025-06-12,2.42,yes
EcoGrocer,69.25569387797569,41.376219865086206,Bakery Products,Yashkino,Bread,42,2024-10-03,2025-03-21,5.69,yes
PrimePick,69.35031141776409,41.239332451029526,Beverages,Nescafé,Mineral Water,6,2024-06-29,2025-01-31,3.92,yes
MegaMarket,69.18278378624717,41.29917620625986,Meat Products,Cherkizovo,Lamb,51,2024-07-05,2024-07-21,15.72,no
NutriMart,69.38767520015885,41.342166616222244,Sweets,Nestlé,Candies,26,2025-01-24,2025-09-02,5.34,yes
PrimePick,69.27274994498256,41.26212393475596,Beverages,Coca-Cola,Tea,78,2025-02-15,2027-01-20,11.78,yes
FreshFoods,69.28757081478277,41.26393270892367,Bakery Products,Makfa,Noodles,95,2024-08-18,2025-02-13,2.5,yes
PrimePick,69.16288633078165,41.30364301246521,Bakery Products,Yashkino,Bread,28,2024-12-05,2024-12-18,3.17,yes
SuperValue,69.17852278165445,41.358218105395515,Beverages,Nestlé Pure Life,Tea,51,2025-01-21,2026-01-05,13.89,yes
NutriMart,69.33775459926548,41.355669307939976,Bakery Products,Barilla,Noodles,14,2024-03-19,2024-04-02,5.33,no
PrimePick,69.14792428296539,41.24525282712458,Beverages,Nescafé,Carbonated Drinks,13,2024-04-15,2025-10-23,4.01,yes
